	tSNE1	tSNE2
k141_21097	25.605963	6.988561
k141_30110	-0.35462585	31.279411
k141_21098	-14.870969	-2.5009422
k141_30111	-25.45756	3.1081371
k141_1861	17.564795	16.642237
k141_17642	-18.632332	-52.435013
k141_21099	28.374523	-48.263973
k141_13771	54.371277	13.71981
k141_30112	-12.610697	-1.7714996
k141_1864	19.366499	-51.496506
k141_13772	-5.6376104	-29.386503
k141_21102	4.054288	47.73035
k141_17645	26.132862	21.027542
k141_5800	-53.557972	-32.22749
k141_21103	-26.822224	-61.82183
k141_5801	17.826271	-7.3897877
k141_17651	24.375336	28.602802
k141_25846	-19.383219	60.93415
k141_30119	-46.45181	22.014292
k141_17652	27.201426	-2.992201
k141_13777	-44.76078	21.45446
k141_30122	26.424173	0.2959576
k141_5805	30.21512	24.231546
k141_25853	-9.663514	-55.501198
k141_13778	-0.8885713	27.270891
k141_5806	5.0808883	-24.019987
k141_17653	-31.519833	32.156265
k141_17654	24.477333	-53.72976
k141_25855	24.092215	-42.08924
k141_21104	4.89596	-27.127672
k141_1866	-21.046885	62.951324
k141_30129	-40.303402	-46.090546
k141_25856	5.830747	-53.140503
k141_30130	-11.19968	11.289894
k141_17656	25.335028	10.6262045
k141_1867	-28.741957	12.712199
k141_30132	-26.54566	0.9412335
k141_30133	15.484279	29.225517
k141_1868	-46.892666	-38.793884
k141_25860	-31.525038	26.62769
k141_5813	-19.700823	13.317486
k141_13783	-30.16977	32.71765
k141_30135	-10.342261	-15.918803
k141_5817	-45.640003	-36.304405
k141_17663	-7.7307034	-38.095745
k141_1869	-50.342182	-32.29596
k141_13784	-5.035203	10.743081
k141_30136	-55.513916	-34.538708
k141_21107	-50.606087	-39.361317
k141_21110	39.58078	-48.536232
k141_5822	39.031902	-46.48999
k141_17670	-10.028324	-12.865603
k141_30142	-7.355998	-29.424541
k141_1873	-14.729467	-50.857437
k141_25875	33.355618	2.8483174
k141_9948	-7.391138	-71.34655
k141_21111	42.891075	31.418844
k141_1874	-27.06909	-67.38213
k141_25876	8.439382	3.716586
k141_9950	4.954814	-4.1236305
k141_25880	16.724348	24.392715
k141_1876	-0.3158642	0.9317683
k141_9952	8.756982	-24.189205
k141_21115	23.971497	0.48624307
k141_17671	43.28838	34.76632
k141_5828	11.678852	-16.208925
k141_30143	29.624586	18.237173
k141_17672	15.008377	-50.82485
k141_5830	1.22157	-11.608752
k141_17673	-21.948486	9.207269
k141_21116	-30.16279	20.252209
k141_9953	39.85425	20.567001
k141_21117	-5.080173	-9.5676775
k141_9955	-45.802387	-27.319805
k141_30153	2.815059	-20.266306
k141_13787	-15.772598	61.55871
k141_5837	-3.8666997	-45.559425
k141_13788	-30.061306	-58.243217
k141_5838	35.191944	41.21916
k141_25887	15.990803	-23.106682
k141_30155	-54.504627	-34.060528
k141_21120	48.905827	35.81571
k141_30156	45.321915	45.393806
k141_9964	-11.40033	70.676605
k141_30157	26.177845	-27.024307
k141_1878	-1.1425065	32.83287
k141_9965	7.2868977	1.712181
k141_25889	5.775976	-39.099094
k141_30160	9.476523	2.1205935
k141_21123	-45.89263	-44.521782
k141_1881	-43.941086	-45.854042
k141_17675	43.156563	20.136576
k141_25890	-21.86051	7.6079845
k141_5842	-41.114834	18.698069
k141_30163	0.72565305	1.5315704
k141_13792	-47.466908	-41.875057
k141_9969	48.11557	33.218063
k141_17676	10.756682	-17.785728
k141_21128	10.938818	5.060656
k141_1885	-43.7451	-42.00614
k141_30167	30.67353	44.194687
k141_9973	32.20909	42.184772
k141_21130	15.874553	32.859272
k141_17679	24.822449	43.8882
k141_5846	7.0612392	12.727371
k141_30168	11.652939	-2.7442014
k141_5847	-17.008924	-21.817516
k141_1886	8.965688	30.361946
k141_1889	-40.58205	8.213244
k141_25895	-3.0408695	-42.886684
k141_21140	16.789543	16.56008
k141_30169	-15.710021	57.206646
k141_5851	-13.686805	4.881058
k141_9976	34.92901	12.823738
k141_1891	30.489841	10.88225
k141_13795	18.086235	-18.338919
k141_9977	23.322762	-20.492788
k141_1892	-21.216215	7.0191965
k141_5852	-13.067263	-15.392472
k141_25897	21.346943	18.69055
k141_9978	25.720808	28.205378
k141_1893	6.0506124	-6.0618677
k141_9979	-19.004017	5.0616245
k141_21147	-45.743423	-40.610313
k141_9981	37.1819	-49.60343
k141_25898	-7.687593	5.9962716
k141_30181	35.981125	-50.32814
k141_9984	19.985077	8.424874
k141_13806	20.78904	48.611935
k141_5865	-31.554134	25.399984
k141_21153	15.049443	-54.37996
k141_30188	-29.9295	28.980085
k141_13807	-2.9213614	-43.278145
k141_1896	41.940975	22.139399
k141_21155	1.6506687	-18.525816
k141_25902	26.53632	-11.616977
k141_21156	-26.447908	-59.93913
k141_5869	32.530945	-40.262794
k141_30195	24.602106	-49.827877
k141_17684	46.561066	32.015717
k141_25904	-12.867916	-55.729557
k141_9986	48.914135	39.71144
k141_5873	-41.978477	-36.52948
k141_17686	15.622945	6.690932
k141_21159	-36.678356	30.821362
k141_1899	-21.470633	-8.800561
k141_21160	-8.096653	-41.719307
k141_21161	13.646506	-2.8098936
k141_17690	29.998793	39.470413
k141_30196	-16.219418	60.146084
k141_25911	-30.768818	30.53898
k141_9991	-47.47748	23.172256
k141_21163	32.46936	-54.51971
k141_25913	5.0038314	25.333809
k141_13808	50.40728	4.202373
k141_25914	21.378178	-46.947643
k141_5880	-51.225674	-36.743942
k141_9996	-12.698356	-54.006916
k141_13810	16.101034	36.457848
k141_17700	38.10981	41.245396
k141_1900	-17.845846	62.19185
k141_21164	1.0433812	-3.7183244
k141_25916	-12.8867655	-7.5016594
k141_9998	27.703878	-54.309574
k141_21165	31.73952	3.008701
k141_17704	26.923473	19.590113
k141_21167	-1.3680327	70.05448
k141_17706	-8.576643	-8.841172
k141_25918	-25.45182	13.750126
k141_13816	33.916943	-49.834713
k141_21169	34.63687	-43.27412
k141_1906	-49.420246	21.72758
k141_13817	-26.984386	18.523832
k141_21171	10.154372	-8.559289
k141_10004	48.86645	31.071606
k141_17710	35.666416	40.966164
k141_5884	-42.641956	24.734737
k141_25922	24.615948	35.574833
k141_17712	-34.93667	5.207306
k141_21173	14.905461	21.14073
k141_10007	-0.59040326	71.45485
k141_25923	33.660263	-41.1915
k141_5887	29.24359	46.461582
k141_10011	-26.640232	6.6538596
k141_5888	-29.122997	-21.070467
k141_13824	-41.462803	14.24881
k141_17719	33.29266	-43.777096
k141_1910	-45.530827	-45.15879
k141_13825	9.972007	21.071268
k141_21182	0.3297629	-47.847923
k141_30203	37.7439	12.623313
k141_10016	-0.41463286	65.43295
k141_13827	15.399004	-15.150344
k141_1913	-37.76841	24.000437
k141_17723	13.193635	-22.44796
k141_25926	-14.75435	58.076805
k141_5891	-30.826412	17.329641
k141_13828	-26.715754	30.275225
k141_1915	-42.00311	5.5473866
k141_30206	4.103221	-9.788929
k141_17724	0.96740997	5.9205513
k141_13830	-7.663618	-14.200267
k141_1917	27.501371	48.387447
k141_5892	-45.53882	-45.06235
k141_17725	35.413498	33.133827
k141_10022	7.8604264	-33.819275
k141_21187	-50.349697	-36.30164
k141_30209	-5.066284	48.612415
k141_5895	26.015923	-10.9623165
k141_30210	-38.84488	14.50783
k141_1921	7.043438	4.2961545
k141_21190	29.5746	33.20326
k141_17730	-3.356339	-24.406246
k141_5896	16.717886	36.373997
k141_13832	-19.064384	57.93373
k141_5897	-8.635949	-52.774513
k141_30213	-42.31584	-44.579014
k141_1924	0.18043649	30.891909
k141_10028	-1.0011153	32.889248
k141_13834	4.521947	-0.27973732
k141_21199	-30.689487	5.8745546
k141_17733	-44.679234	18.910303
k141_30214	20.434359	11.044671
k141_13835	-11.428248	47.94531
k141_1928	-19.467936	-51.010693
k141_1930	-1.6901911	70.52014
k141_21201	37.575043	-43.605404
k141_30216	30.271605	-8.33315
k141_5901	-13.699087	17.269638
k141_30221	-23.852997	5.109907
k141_21207	24.237535	28.548403
k141_21208	20.98362	-53.302673
k141_1933	8.332215	-30.303148
k141_5902	-49.856365	-34.991875
k141_13837	9.062204	-37.389317
k141_30227	-31.889704	-58.45922
k141_1934	32.770615	44.619957
k141_21213	-30.31219	27.356127
k141_5905	-0.36573726	-32.515347
k141_17742	-40.67976	17.218307
k141_21216	-11.355413	-34.168274
k141_5907	18.741621	35.408707
k141_1942	20.15245	-18.999472
k141_13839	11.710071	15.303147
k141_30237	14.36919	-7.5161796
k141_21217	-15.603466	61.884644
k141_1944	25.015953	-36.686314
k141_17743	-18.395319	63.045307
k141_21219	10.177552	23.232018
k141_17744	34.47192	25.77481
k141_5915	41.7705	32.74332
k141_21221	-25.214787	-62.0224
k141_1951	-9.137332	24.373003
k141_30240	-35.021893	16.438337
k141_1952	0.8726605	-24.696875
k141_17749	5.153231	2.5118806
k141_13844	0.6891417	-35.92088
k141_1959	-30.518255	-62.635685
k141_21225	19.842112	-7.3189654
k141_21226	27.510569	-45.4213
k141_30243	21.194386	-7.842334
k141_21228	21.41233	21.615551
k141_30244	13.950292	-16.211956
k141_1960	-44.44796	-43.11762
k141_21230	11.156497	-11.774374
k141_1962	10.341304	34.312145
k141_1963	23.05586	-47.588795
k141_30249	-12.03559	-1.9618667
k141_13853	5.753503	30.141907
k141_21235	0.4254075	-44.061203
k141_1967	-6.499859	-28.357399
k141_21236	6.9040337	-0.8570796
k141_13854	31.145449	41.983074
k141_30254	7.7835817	-25.64182
k141_21238	-8.738258	50.09702
k141_1970	-1.7451814	15.792952
k141_1972	-13.223128	-20.66876
k141_5917	44.478924	21.117153
k141_21239	-9.822389	67.61953
k141_1974	13.492501	3.4296176
k141_13862	-32.683117	-58.931744
k141_1976	23.923607	23.899313
k141_21241	-50.805443	-32.434566
k141_30255	-17.971153	62.34939
k141_5923	-2.3080122	-20.228952
k141_30257	10.326434	-25.280287
k141_13868	25.83339	24.817215
k141_1985	-8.321782	-30.862259
k141_21242	17.439936	-12.759172
k141_13869	12.247198	-0.7691741
k141_30259	18.662552	22.67998
k141_21247	-4.46804	-5.827815
k141_30263	0.0029477123	25.966858
k141_30264	28.62526	40.440575
k141_21248	28.723335	4.333945
k141_30265	-40.414356	-39.652
k141_5933	-6.451622	-49.357468
k141_1987	47.27813	39.832848
k141_21251	18.32322	-34.535633
k141_5936	24.647905	35.020264
k141_13881	14.314568	-22.324888
k141_21252	16.634512	-52.9362
k141_1992	33.89149	45.499855
k141_30270	10.248218	-36.299374
k141_5938	3.9398618	4.4046116
k141_1993	-9.431918	-10.87955
k141_21253	37.62571	48.465004
k141_13883	24.252216	13.937625
k141_1994	-23.375349	4.6026034
k141_30272	-5.8707385	-28.174232
k141_5939	38.16456	41.12527
k141_1995	-9.59482	-3.8662379
k141_1997	31.215633	47.32118
k141_30277	24.46193	10.747735
k141_25932	45.541477	-2.0159175
k141_30280	18.938625	42.15196
k141_2003	4.243063	-25.270329
k141_25936	-3.3398564	-29.7134
k141_13885	32.437943	11.447005
k141_21261	34.80923	3.5056698
k141_2004	33.299015	25.179976
k141_21263	-19.411709	8.200462
k141_30286	21.120632	16.720211
k141_13888	-40.25794	26.177507
k141_2007	24.966583	-2.1332169
k141_13889	1.3970464	-0.32919177
k141_21267	-10.487919	63.273808
k141_2009	32.59521	49.086784
k141_25946	-1.857068	-47.620358
k141_21268	-3.2568407	-43.69393
k141_13895	-41.277657	28.033424
k141_2010	9.915456	-36.208805
k141_21271	15.113006	-38.543575
k141_30294	-39.388874	21.458126
k141_2012	-21.103544	-55.240643
k141_13898	-2.563553	3.686412
k141_30297	-16.998499	6.491727
k141_21272	41.61343	7.7937803
k141_21273	-3.2050705	-22.939375
k141_13901	-34.741566	2.5007002
k141_30302	29.101318	41.168896
k141_2014	-10.077071	17.075642
k141_21274	44.632137	42.95544
k141_13905	-29.761776	15.599677
k141_2016	-6.540293	-5.713182
k141_21276	-46.79535	9.417077
k141_30309	-2.1815145	67.91849
k141_5941	-20.441376	64.97736
k141_25950	42.150623	16.768764
k141_13906	2.1278028	-43.236214
k141_21280	2.1399486	-5.0767775
k141_25953	25.377739	33.6416
k141_5944	9.594778	4.536879
k141_30315	30.065914	36.419594
k141_30316	-39.498108	32.709812
k141_25954	-27.535994	22.53833
k141_5946	-18.077085	-50.987476
k141_13907	-19.808762	61.999073
k141_25955	25.053967	38.54027
k141_30319	33.17708	37.883373
k141_13908	17.52968	5.4042654
k141_21285	4.380146	-23.443075
k141_5947	47.828384	38.916035
k141_25956	23.426237	-0.93271905
k141_21289	1.2769513	-2.5986178
k141_5949	3.9798336	-5.8874316
k141_13919	24.67251	-45.768585
k141_21295	-16.107347	-4.3835707
k141_13920	-14.5655775	28.631853
k141_25957	-18.83555	60.637695
k141_25959	28.007442	-49.15581
k141_21299	3.8662922	8.105295
k141_21300	-8.238545	-51.29561
k141_5952	14.897537	-24.846498
k141_21303	3.5828528	-11.6888485
k141_25963	42.7866	36.54894
k141_5956	20.55168	30.429058
k141_21305	-29.572365	-57.84843
k141_25965	0.3962877	-32.04878
k141_21306	0.88308716	-39.059406
k141_25966	-37.830418	-38.13282
k141_21307	31.38255	44.16954
k141_21310	-2.7553427	15.667786
k141_25967	-15.625818	59.49992
k141_2032	43.569687	6.9522033
k141_30323	17.873718	-17.570114
k141_5961	3.7859032	-37.089054
k141_25968	-45.45958	-33.551556
k141_25970	-9.465909	53.769436
k141_2033	30.544636	21.670378
k141_30327	-44.334	-37.85745
k141_25971	-4.8892674	18.457045
k141_13921	-6.5304437	-71.78643
k141_5962	-51.5906	-35.426483
k141_2036	26.260326	-45.301636
k141_21317	-5.0548143	-45.460857
k141_30328	-15.82022	-22.27366
k141_2037	-9.4957075	-25.020468
k141_13923	-2.6513367	11.671497
k141_21318	-8.332176	-15.069261
k141_5965	-1.7177712	69.85991
k141_2039	-6.6389737	-7.5384417
k141_13924	-0.24971879	68.7444
k141_25973	-53.595867	-30.1801
k141_2040	0.31322742	-33.99138
k141_2041	-41.751587	-34.009422
k141_13927	10.432668	-10.587912
k141_25976	-5.292752	-30.088543
k141_13930	-3.2818565	-0.8093407
k141_2046	-10.782101	-9.130049
k141_5968	45.610497	36.033268
k141_25977	23.02044	-9.980871
k141_2049	-48.23009	-28.178192
k141_17750	-7.496933	-71.93807
k141_2052	21.041985	-54.666843
k141_13932	-56.65674	-38.230003
k141_25980	41.072674	31.163551
k141_13933	-9.460821	10.684496
k141_5980	-0.47551405	-38.534157
k141_17758	15.825226	9.881181
k141_13936	5.1125107	-4.932882
k141_2059	25.97172	-54.270992
k141_13938	16.187471	-44.789436
k141_2063	1.3227552	-23.267172
k141_17767	-7.387299	67.870926
k141_13944	-1.8560717	57.298645
k141_13946	17.15226	-29.48664
k141_5991	-19.756105	-1.9659663
k141_13948	13.278326	13.829376
k141_17773	51.1419	9.291658
k141_17775	33.077087	-36.347855
k141_2064	-16.93491	62.544514
k141_25982	39.51181	16.418325
k141_2065	31.167372	-6.6171827
k141_17778	-27.729223	-19.780823
k141_5998	-14.037044	48.801678
k141_25985	-45.81411	-38.53097
k141_6001	31.900616	-0.69995713
k141_21321	54.883537	4.5935616
k141_30329	41.737465	13.9208555
k141_17779	28.933855	-40.28245
k141_2067	-49.532413	29.945623
k141_30333	-30.369665	-59.79326
k141_21322	-44.45441	19.995468
k141_6004	-3.743747	1.1447513
k141_2069	20.880997	-35.599613
k141_6005	-4.4193172	-27.863747
k141_30335	-38.748882	25.013256
k141_2073	-37.222183	8.6908865
k141_21323	-43.33167	-34.48118
k141_2075	-29.96632	24.193573
k141_30336	53.830063	11.902738
k141_21324	-43.843475	8.948094
k141_6008	31.949213	48.099686
k141_25995	44.430256	38.33416
k141_17790	22.618196	-45.585064
k141_2076	-40.643147	29.6588
k141_30338	33.07355	16.585608
k141_6011	-7.3355775	56.01592
k141_30339	-17.957994	66.93491
k141_25999	22.35473	-52.430645
k141_6015	-13.773157	-50.699627
k141_26001	-7.647292	-20.660883
k141_30342	-13.771082	64.10957
k141_17791	28.275331	-55.05084
k141_6016	21.27194	-5.2652807
k141_30343	25.16824	37.077866
k141_2092	12.728957	3.399119
k141_21325	-22.177734	65.26721
k141_6018	-9.275244	55.334972
k141_26007	27.226868	28.835915
k141_30346	-2.6103458	-31.076782
k141_21326	-44.626816	15.038098
k141_26008	21.03066	-41.344696
k141_2097	-1.7106279	22.749128
k141_21327	-9.221654	-21.123188
k141_6021	41.406532	39.38813
k141_21330	-6.006234	27.530828
k141_30352	33.650726	24.44423
k141_6023	30.639608	30.96778
k141_30353	-9.253911	64.65619
k141_2104	-16.067974	-1.0322368
k141_13959	50.136063	40.517517
k141_2106	-4.7981896	-30.547346
k141_2109	-3.549691	-8.643134
k141_6030	-31.454266	26.302599
k141_13964	36.887066	-50.236828
k141_6034	-7.8413396	-23.256798
k141_30367	-12.121154	-28.46085
k141_2110	-54.12341	-37.359474
k141_13967	38.919876	36.06162
k141_2111	29.574535	-47.685886
k141_17793	-53.492397	-32.28694
k141_30374	22.063335	19.748507
k141_21331	-10.361645	18.281256
k141_2116	24.321348	-37.142292
k141_2119	-13.428986	-1.0585467
k141_10029	-8.179258	-70.57163
k141_30383	19.964014	-47.57896
k141_21332	-8.704858	26.51872
k141_2120	26.281666	41.746204
k141_21333	0.28541034	-19.594105
k141_6039	56.441666	6.600573
k141_10033	15.209108	30.220627
k141_17795	-37.248833	18.415257
k141_30387	-12.926497	-52.077442
k141_10035	-14.351028	-2.6069608
k141_2121	43.013737	7.5697126
k141_30391	28.234652	16.854866
k141_6041	-48.139954	20.51176
k141_2123	-29.841133	7.5953965
k141_30393	8.623109	24.071129
k141_17803	0.9217958	14.185609
k141_10037	-19.373209	57.725887
k141_6044	-45.84891	18.114643
k141_26009	36.8116	11.930352
k141_6045	24.760592	32.09509
k141_10038	14.04243	-36.83772
k141_17805	-17.860859	10.223759
k141_30396	27.232605	-51.217907
k141_2130	-19.190128	-52.15878
k141_10040	-20.482246	8.081437
k141_26011	9.3565445	20.343567
k141_26012	-0.8617009	67.19583
k141_30402	-41.76084	9.955999
k141_2131	-49.26289	-28.043312
k141_17810	-13.293283	-3.6660638
k141_6054	-3.4770136	-33.022633
k141_30407	1.7022855	22.246143
k141_26018	-8.783024	54.98728
k141_2133	-45.90902	4.568373
k141_30409	-4.005093	-7.2291837
k141_17813	31.371574	-42.428394
k141_2134	-14.156599	-18.830254
k141_10043	46.349598	32.10815
k141_6056	7.634853	15.171193
k141_17814	-14.854132	-23.167753
k141_30410	30.297781	40.09067
k141_10047	10.613169	-5.748167
k141_6061	-10.39304	-55.398247
k141_13977	40.914974	17.063267
k141_30411	-0.091154456	-4.9176493
k141_6062	-15.779706	-36.71836
k141_26020	-22.902464	67.155525
k141_17816	-13.232438	53.54131
k141_2137	-15.672614	11.223371
k141_30416	-29.64262	-57.35195
k141_10058	44.640114	42.465763
k141_17817	-8.649251	18.80623
k141_26027	12.416916	1.901955
k141_10061	14.629732	-2.0862746
k141_6068	35.116646	-45.36123
k141_26028	34.20011	40.202824
k141_30421	4.2471304	-33.531574
k141_17820	-2.7152936	-23.143225
k141_10063	14.01753	-10.79516
k141_21335	-13.784839	48.887417
k141_2139	-11.107791	19.820368
k141_13983	49.839108	41.328815
k141_10064	-11.412664	23.207272
k141_21336	0.2105111	-33.603302
k141_30422	25.313011	-5.6726017
k141_10065	-28.679317	6.5243883
k141_6070	-14.043548	10.766655
k141_21337	30.618073	29.18716
k141_21338	3.4696608	-26.81558
k141_26037	31.11496	1.0638504
k141_30424	15.479153	26.390844
k141_6073	-41.42186	24.766098
k141_13986	27.25393	7.2569294
k141_10070	15.694482	4.2793527
k141_2141	-19.78829	59.252846
k141_30425	-2.218725	-14.436489
k141_10071	13.35581	-49.23985
k141_21339	36.129997	5.6813803
k141_17831	-18.360958	-55.02332
k141_13988	-41.51903	-37.94916
k141_2144	-15.009725	58.6503
k141_6075	-47.963448	21.461105
k141_10073	-0.7166711	10.492701
k141_26039	-47.87718	-43.233444
k141_13990	2.6879323	48.786892
k141_21343	-1.3968918	-9.22283
k141_2147	0.3295658	15.751151
k141_6080	-25.930412	15.98071
k141_21346	-8.2757	-43.530018
k141_2150	-38.722336	2.5683692
k141_10081	-53.353218	16.393995
k141_21348	4.3721423	23.156393
k141_30433	-45.20576	23.400688
k141_26045	19.352215	-56.03004
k141_13994	-13.185007	4.3117595
k141_17840	-21.124	61.81314
k141_26046	-4.9322844	-36.99106
k141_6088	-11.284135	-3.8981564
k141_30436	-6.520685	-30.769148
k141_26047	18.752005	-0.45539236
k141_21349	21.771954	-37.774895
k141_30438	1.8006439	49.006844
k141_13998	-7.1761293	-36.26562
k141_30439	25.254705	49.266205
k141_21350	33.80631	45.603367
k141_2151	-13.891079	71.3311
k141_17844	-12.966582	68.675514
k141_14001	14.976639	-47.53721
k141_6094	-33.70913	12.410689
k141_21352	-3.70779	1.2332981
k141_30440	-44.513657	-47.368053
k141_2154	-43.312714	23.238468
k141_10082	-10.917267	19.375145
k141_21354	20.986416	-35.52593
k141_14005	14.36836	-16.053923
k141_17850	-21.653645	15.649036
k141_10084	32.675014	-55.595043
k141_2158	-32.365913	25.635447
k141_6098	-23.643278	-6.838842
k141_2159	-21.045216	-54.87202
k141_14008	-10.575893	-2.126724
k141_2160	-7.3908257	-54.493473
k141_6100	-44.76774	-43.322803
k141_2161	21.583897	-44.213676
k141_30445	-12.69054	69.26912
k141_10091	-25.275951	-3.2871337
k141_14012	8.428339	5.0837193
k141_2163	21.006166	-48.857666
k141_6101	26.794163	49.521004
k141_30447	-42.34816	14.649654
k141_10093	29.217154	12.921117
k141_2164	11.522102	0.70051295
k141_21357	35.259445	-4.1093187
k141_6102	-21.817844	27.491478
k141_30448	-25.364462	20.912205
k141_10094	-14.531115	-7.4208984
k141_14017	17.690636	13.661535
k141_2167	-1.0758355	-0.31297868
k141_6104	-24.242535	27.76909
k141_26049	43.621693	17.685663
k141_10096	37.617958	-43.54818
k141_14018	0.79467255	-29.472218
k141_2170	-1.8824185	-40.08688
k141_10097	10.368086	-0.18581277
k141_21358	-21.667345	62.494568
k141_30456	28.760717	45.287354
k141_2173	2.1673684	-5.5601444
k141_30458	-34.342625	0.46617228
k141_14023	21.419132	21.31428
k141_6111	34.13498	39.953785
k141_14024	-22.385931	-16.129517
k141_26056	9.662311	10.608435
k141_30462	-1.1439191	2.7847407
k141_21362	-5.0472665	48.56212
k141_10101	-45.048283	-43.486347
k141_21363	-1.9482281	69.50932
k141_30464	-4.3665743	-47.261227
k141_26062	-16.87764	-43.10487
k141_10104	28.782042	31.22772
k141_2175	-51.16226	-38.03057
k141_21370	22.014261	-22.441717
k141_30467	13.829861	-6.343204
k141_14026	-23.569147	68.038704
k141_26064	-11.892397	50.467777
k141_10105	-35.030273	11.247089
k141_21371	-38.99287	29.052416
k141_30471	0.21347256	-35.445362
k141_21372	-7.4960628	-34.713314
k141_30474	24.602707	-16.16093
k141_2184	15.002123	-52.172897
k141_21376	14.6510315	8.321131
k141_30477	28.4266	38.005795
k141_26069	-52.086178	-42.527428
k141_6115	51.82288	5.7978473
k141_2187	27.12906	21.47589
k141_14030	-48.79195	20.068
k141_26071	26.29483	18.318571
k141_30481	10.543597	-6.481462
k141_10107	21.999193	-0.8136694
k141_14031	-1.5190464	-9.975793
k141_10108	26.643873	2.5393894
k141_2189	28.725065	19.585428
k141_30482	46.816826	44.20758
k141_26072	7.4144387	-31.017778
k141_30483	-18.873737	-21.863321
k141_21386	32.827	34.85063
k141_14035	17.988226	8.259854
k141_6120	30.788137	3.7035336
k141_30488	-15.33924	49.40528
k141_21391	-20.306068	1.1117142
k141_26078	16.363438	-23.734406
k141_14040	-3.2241478	68.67225
k141_6126	1.685072	29.358814
k141_21394	21.057957	46.30799
k141_14043	-6.7739434	-50.38345
k141_26080	22.0514	-8.0350685
k141_17856	50.177315	5.4577203
k141_21398	-7.588558	28.107605
k141_30493	-52.911694	-37.067368
k141_26082	-8.065355	22.71479
k141_6129	-49.791042	24.754519
k141_30496	32.7221	-43.488922
k141_17862	-1.7304025	-30.406036
k141_10109	-18.336073	59.35494
k141_21404	-38.561497	27.210123
k141_14047	30.802137	11.179582
k141_6131	8.248763	-52.42583
k141_21405	-24.639793	26.486376
k141_10111	-42.032326	26.611008
k141_14049	17.11876	31.156416
k141_10112	22.764555	46.23448
k141_30504	7.4839497	-19.202303
k141_17866	-10.873484	53.490536
k141_6132	43.616375	39.075195
k141_21406	-41.61678	23.598047
k141_26083	-17.07644	61.442577
k141_17868	-3.7682536	-21.974945
k141_30506	23.389448	41.489265
k141_10115	4.601201	4.626539
k141_14053	-4.0844	69.16627
k141_6134	12.361601	-8.544464
k141_26084	52.528793	10.4723425
k141_17870	7.5448017	-41.9071
k141_30508	-2.7849972	-41.17897
k141_21407	-46.38989	-35.74752
k141_30509	-21.72262	-7.853437
k141_6138	-11.206016	-15.228606
k141_14054	29.585682	10.089928
k141_2201	-10.225556	-70.94585
k141_17872	5.253645	6.938594
k141_6139	-33.209885	23.087288
k141_14055	-23.398542	25.43897
k141_17873	3.4912736	-17.930048
k141_6141	3.551839	-20.498955
k141_2204	17.148464	-24.534264
k141_26092	27.495312	23.381222
k141_17874	13.597467	-10.348875
k141_6142	22.053871	-22.39052
k141_21409	43.415295	21.169376
k141_30511	43.19697	17.874268
k141_10124	-44.135067	-43.872208
k141_21410	-7.9275403	57.535263
k141_14058	46.40385	30.631779
k141_17875	-16.397346	56.421192
k141_30515	-8.827128	-12.015701
k141_10128	23.040289	14.966
k141_2211	-1.2445722	-27.481133
k141_10129	17.169447	-28.62507
k141_30516	2.3508275	-35.26121
k141_21417	39.387814	32.92644
k141_17882	-19.225407	-52.132492
k141_10132	-6.053398	-50.597725
k141_26104	-1.9084224	-43.786346
k141_30520	-48.73383	13.870828
k141_10133	1.6078069	-32.4848
k141_17883	-24.68624	8.554512
k141_10134	-7.987609	1.7742856
k141_30522	-6.57121	-24.570381
k141_21421	0.34317404	15.773843
k141_17884	-31.102133	-59.496567
k141_30523	-6.9310455	53.755184
k141_26109	34.411526	48.652874
k141_10135	-48.50725	20.167292
k141_17888	-32.48213	21.410126
k141_21426	-28.669582	17.39268
k141_14063	-34.350098	10.097686
k141_10136	-39.441334	-32.5553
k141_21431	17.028048	-45.64725
k141_10139	-7.868754	-24.94455
k141_21432	6.9666324	-25.912937
k141_2212	-18.797565	62.70311
k141_26113	36.495308	4.8627543
k141_30535	24.039082	-9.996944
k141_14066	24.841925	26.072954
k141_17895	49.647434	9.396538
k141_2214	1.5082825	12.808941
k141_30538	-36.6348	25.061031
k141_10142	-48.651417	-39.245556
k141_17898	-0.6876729	10.364216
k141_10145	-28.38691	7.1783576
k141_2219	-27.193235	-63.849155
k141_26120	0.6438743	33.591686
k141_10146	-14.975961	0.48101106
k141_14068	-14.825163	63.13227
k141_17899	-32.10207	12.493017
k141_21436	-13.579858	53.945644
k141_2221	-10.620734	-39.178467
k141_30540	49.855556	33.02419
k141_10147	-17.008194	8.557032
k141_21437	-25.204983	7.7245708
k141_10148	11.2234745	-9.231713
k141_2226	-28.893211	26.36893
k141_17900	-46.582333	-36.594257
k141_30543	32.268566	-50.364994
k141_14072	30.359343	45.347317
k141_10151	-22.570385	13.987543
k141_21447	25.554838	-17.576426
k141_2233	18.248661	-54.48496
k141_17901	49.745754	12.234081
k141_10155	11.455409	10.955638
k141_21450	19.922941	18.018923
k141_30544	-46.542675	-36.318542
k141_2235	3.1321783	0.15800154
k141_26121	31.433887	5.4223514
k141_10157	11.45825	-11.769051
k141_2236	-42.847443	-45.360542
k141_10159	5.898344	-28.940645
k141_17905	-23.387074	-6.4803576
k141_30550	36.280087	-45.773613
k141_21457	-36.851395	1.8744779
k141_2238	-8.18496	-7.179087
k141_14075	-0.86045754	62.701054
k141_26130	-39.29387	-39.44092
