	UMAP1	UMAP2
k141_1974	5.326954	4.831604
k141_13862	6.475519	14.924001
k141_1976	6.439146	6.741557
k141_21241	4.640803	17.256664
k141_30255	5.918116	-6.36723
k141_5923	2.6440208	4.625819
k141_30257	2.38337	4.922738
k141_13868	6.382606	6.7568703
k141_1985	2.0550327	4.426225
k141_21242	3.6032827	4.9041414
k141_13869	4.8414955	4.3783097
k141_30259	5.5144215	5.8025155
k141_21247	4.285799	3.972037
k141_30263	6.5015664	4.31413
k141_30264	7.630649	7.6069427
k141_21248	5.957637	4.963596
k141_30265	5.1218386	16.03525
k141_5933	0.53989476	5.5128217
k141_1987	9.213656	7.9169087
k141_21251	2.382919	4.2603755
k141_5936	7.3660626	6.9545345
k141_13881	3.072752	5.105524
k141_21252	-0.7251558	4.8082395
k141_1992	7.8391232	8.22433
k141_30270	1.6061037	4.958804
k141_5938	4.9610534	4.284444
k141_1993	3.7411628	3.6091805
k141_21253	8.156936	8.3487835
k141_13883	6.33904	5.693558
k141_1994	5.895762	2.767491
k141_30272	2.1531575	4.6389823
k141_5939	8.204587	7.814679
k141_1995	4.5675697	3.5613458
k141_1997	7.708485	7.9603457
k141_30277	5.3947196	5.7359505
k141_25932	11.310888	6.1642222
k141_30280	7.444183	7.719586
k141_2003	2.6340525	4.8358483
k141_25936	2.2717803	4.437585
k141_13885	6.9514375	5.834898
k141_21261	6.714057	5.12933
k141_2004	7.491925	6.670344
k141_21263	6.1439266	2.9946332
k141_30286	5.5535464	6.103834
k141_13888	8.212528	1.193969
k141_2007	4.877431	4.7706785
k141_13889	4.8823133	4.2376013
k141_21267	6.3658695	-5.9616046
k141_2009	7.900565	8.426452
k141_25946	0.76785254	4.9151597
k141_21268	0.8260194	4.8852286
k141_13895	8.218878	1.2485236
k141_2010	1.859737	5.065688
k141_21271	-0.45686972	4.5395517
k141_30294	8.332065	1.9413346
k141_2012	5.746975	15.057793
k141_13898	5.250269	3.7678742
k141_30297	5.9013333	3.007093
k141_21272	7.526163	5.357932
k141_21273	2.6510947	4.5500007
k141_13901	7.181526	1.8342152
k141_30302	7.6279783	7.870023
k141_2014	6.2149515	3.459046
k141_21274	8.942826	8.139852
k141_13905	7.1742287	2.0099285
k141_2016	4.432731	3.8062208
k141_21276	7.8794346	1.22263
k141_30309	7.4016123	-5.885363
k141_5941	6.0811553	-6.768723
k141_25950	8.291598	5.9681306
k141_13906	1.0244595	5.2777143
k141_21280	4.250745	4.305558
k141_25953	7.405325	7.021999
k141_5944	3.8018374	4.5041656
k141_30315	7.561087	7.556755
k141_30316	7.8172426	0.90368015
k141_25954	6.8452115	1.8296944
k141_5946	5.542347	14.65722
k141_13907	5.7529483	-6.4264436
k141_25955	7.62309	7.588059
k141_30319	7.947731	7.439164
k141_13908	5.2124295	5.122544
k141_21285	2.7683845	4.359682
k141_5947	9.126398	7.877827
k141_25956	4.91747	5.027304
k141_21289	4.2990594	4.3473377
k141_5949	4.467274	4.550961
k141_13919	-1.4189748	4.103852
k141_21295	4.726326	3.142877
k141_13920	6.906783	3.9845154
k141_25957	5.7987304	-6.208656
k141_25959	-1.4679534	4.059816
k141_21299	5.057362	4.2449565
k141_21300	0.4442578	5.591004
k141_5952	2.4262068	5.1917167
k141_21303	2.9492955	3.8577187
k141_25963	8.724544	7.605004
k141_5956	6.735956	6.784318
k141_21305	6.232111	14.982966
k141_25965	1.8966832	4.650708
k141_21306	1.3029252	4.957372
k141_25966	4.845867	16.254875
k141_21307	7.6446743	8.092509
k141_21310	5.7879443	4.6756444
k141_25967	5.7030497	-6.187229
k141_2032	7.7798486	5.274683
k141_30323	3.9093037	5.800398
k141_5961	1.4697019	5.246583
k141_25968	4.6081185	16.925764
k141_25970	5.997329	-5.335853
k141_2033	6.870196	6.3162036
k141_30327	4.938956	16.745089
k141_25971	6.187067	4.051917
k141_13921	8.299784	15.143322
k141_5962	4.9514203	17.30404
k141_2036	-1.3044143	4.3443885
k141_21317	0.8485364	5.291057
k141_30328	3.2414713	3.357533
k141_2037	2.506398	3.7847447
k141_13923	5.943868	4.150962
k141_21318	3.7712622	3.713585
k141_5965	7.4535117	-5.9265656
k141_2039	3.878828	4.0118585
k141_13924	7.4330664	-5.668523
k141_25973	4.5526414	17.27345
k141_2040	1.7370965	4.8015656
k141_2041	4.6428285	17.079033
k141_13927	4.0563107	4.863959
k141_25976	1.7417321	4.396553
k141_13930	4.8418946	4.1156864
k141_2046	3.9754906	3.6052248
k141_5968	8.85022	7.5814443
k141_25977	4.415744	5.472552
k141_2049	4.3450007	17.168995
k141_17750	8.301157	15.15249
k141_2052	-0.7742929	4.4634814
k141_13932	5.1003356	17.065931
k141_25980	8.39139	7.0763874
k141_13933	5.8562403	3.6563096
k141_5980	1.2523272	4.950456
k141_17758	5.4469414	5.376674
k141_13936	3.9938924	4.352278
k141_2059	-1.4534005	4.6046143
k141_13938	-1.0234917	4.465142
k141_2063	2.0802007	4.2922587
k141_17767	7.0733705	-5.9218493
k141_13944	6.723298	-5.1259074
k141_13946	2.7152207	4.8982472
k141_5991	4.8809195	3.1325772
k141_13948	4.9426403	5.32769
k141_17773	8.561293	5.4750605
k141_17775	3.3806598	4.345383
k141_2064	5.7700176	-6.315732
k141_25982	7.94455	6.013759
k141_2065	5.5065675	6.066738
k141_17778	11.297923	2.8024912
k141_5998	5.7041893	-4.975171
k141_25985	5.0685387	16.98793
k141_6001	6.027929	4.8206906
k141_21321	9.425608	5.3047986
k141_30329	8.156604	5.8824706
k141_17779	-1.4735156	4.0056853
k141_2067	8.664753	1.7129189
k141_30333	6.4613585	14.878495
k141_21322	8.410357	1.1855817
k141_6004	4.728858	3.768657
k141_2069	-0.36831644	4.2360277
k141_6005	2.00137	4.342081
k141_30335	8.009283	1.5339146
k141_2073	7.342811	2.2004101
k141_21323	4.8539386	16.798588
k141_2075	7.0834107	1.693892
k141_30336	8.536487	5.658623
k141_21324	7.9645257	1.3839942
k141_6008	7.8578486	8.500139
k141_25995	8.947851	7.6943684
k141_17790	-1.0884236	4.368412
k141_2076	8.192284	1.0663985
k141_30338	7.217739	6.0563073
k141_6011	6.1105947	-5.3749022
k141_30339	5.9235835	-6.2980876
k141_25999	-0.9929582	4.37102
k141_6015	0.2974748	6.0808263
k141_26001	2.7725806	3.9941852
k141_30342	5.903286	-6.348876
k141_17791	-1.8421346	4.451295
k141_6016	4.663172	4.9683423
k141_30343	7.696754	7.2457633
k141_2092	5.246844	4.955927
k141_21325	5.8586802	-6.763787
k141_6018	6.0838943	-5.5686016
k141_26007	6.892811	6.720022
k141_30346	1.8801188	4.627087
k141_21326	8.043285	1.421331
k141_26008	-0.62448555	4.1762495
k141_2097	6.2343326	4.8911796
k141_21327	3.4879148	4.737838
k141_6021	8.539222	7.795223
k141_21330	6.9337506	3.845302
k141_30352	7.3874693	6.454931
k141_6023	7.0956244	7.173759
k141_30353	6.064317	-5.832787
k141_2104	4.0490108	3.3788154
k141_13959	9.382603	8.060935
k141_2106	2.3147368	4.66807
k141_2109	3.8190072	4.797847
k141_6030	7.292256	1.690327
k141_13964	-1.9967594	3.8414469
k141_6034	2.3715963	4.8476615
k141_30367	1.7838427	4.0410204
k141_2110	5.112553	17.226913
k141_13967	8.105204	7.259644
k141_2111	-1.0636315	4.233828
k141_17793	4.676976	17.445282
k141_30374	5.847802	6.260786
k141_21331	6.3893414	4.046575
k141_2116	1.4911451	3.8475342
k141_2119	5.296626	3.2427943
k141_10029	8.1051	15.046457
k141_30383	-1.0844637	4.307495
k141_21332	7.0665746	4.011955
k141_2120	7.553193	7.697379
k141_21333	2.535285	4.056017
k141_6039	9.327645	5.4049244
k141_10033	6.610825	5.855491
k141_17795	7.996207	2.0513456
k141_30387	0.21606696	6.146277
k141_10035	4.100177	3.7080684
k141_2121	7.7627664	5.2317133
k141_30391	6.5249705	6.249226
k141_6041	8.687972	1.5871533
k141_2123	7.284826	1.6774542
k141_30393	6.4388094	5.2862735
k141_17803	5.963181	4.4594436
k141_10037	5.766547	-6.086388
k141_6044	8.083125	2.0044408
k141_26009	7.3610044	5.508376
k141_6045	7.1457515	7.2888746
k141_10038	1.5660157	3.9795537
k141_17805	5.518487	3.0321841
k141_30396	-1.6908474	4.383285
k141_2130	5.3103285	14.954775
k141_10040	6.2723126	2.827321
k141_26011	6.0769763	5.837808
k141_26012	7.2667365	-5.7768807
k141_30402	7.7235665	1.5851904
k141_2131	4.338817	17.211771
k141_17810	4.2205615	3.562751
k141_6054	1.55455	4.7721543
k141_30407	6.4658837	4.573906
k141_26018	6.068847	-5.418552
k141_2133	7.952811	2.0885653
k141_30409	4.355601	3.7818618
k141_17813	-1.4872309	3.9502575
k141_2134	2.9609013	3.514466
k141_10043	8.66596	7.137271
k141_6056	6.096482	4.897125
k141_17814	1.6144753	4.1382313
k141_30410	7.5909204	7.4019785
k141_10047	4.5349636	5.1092024
k141_6061	0.17245099	6.260633
k141_13977	8.120864	6.11847
k141_30411	4.313883	4.2924876
k141_6062	1.1256026	4.2885156
k141_26020	5.918078	-7.0088253
k141_17816	5.8320937	-5.4327283
k141_2137	5.8931427	3.097633
k141_30416	6.1986976	14.934979
k141_10058	8.857103	8.059503
k141_17817	5.8550053	3.605503
k141_26027	5.223576	4.796345
k141_10061	4.750234	4.828213
k141_6068	-1.9522426	3.914171
k141_26028	8.030947	7.7035065
k141_30421	1.9408194	4.9986997
k141_17820	2.5753233	4.339881
k141_10063	3.8489988	4.3499675
k141_21335	5.7635984	-4.9706645
k141_2139	6.7656507	3.6101646
k141_13983	9.364862	8.153697
k141_10064	6.9321322	3.7824697
k141_21336	1.7885244	4.826267
k141_30422	4.5272536	5.3916154
k141_10065	6.641758	2.0581353
k141_6070	5.519988	3.2630525
k141_21337	7.824646	7.0316153
k141_21338	2.2485387	4.603145
k141_26037	6.347132	4.9320083
k141_30424	6.2667217	6.1349225
k141_6073	8.197749	1.1827863
k141_13986	6.438377	5.30118
k141_10070	5.034521	4.554597
k141_2141	5.6914225	-6.246684
k141_30425	3.705789	4.0155706
k141_10071	-0.7041728	4.734186
k141_21339	6.4894013	5.6341596
k141_17831	5.500689	14.7598295
k141_13988	4.805912	16.869072
k141_2144	5.847489	-6.168741
k141_6075	8.894849	1.6129799
k141_10073	6.011591	4.1519256
k141_26039	5.4595823	16.797855
k141_13990	6.7765117	-4.293862
k141_21343	3.8256493	4.0084763
k141_2147	4.8803296	4.057002
k141_6080	7.181455	1.8435086
k141_21346	0.81369406	5.3799844
k141_2150	7.3352304	1.6797881
k141_10081	8.726008	1.6935256
k141_21348	4.815515	4.309771
k141_30433	8.706789	1.5790864
k141_26045	-1.0600123	4.6383524
k141_13994	4.9870687	2.9291656
k141_17840	5.7391906	-6.3977
k141_26046	1.2300029	4.4801455
k141_6088	4.293174	3.351473
k141_30436	2.235933	4.397884
k141_26047	5.00867	4.8786454
k141_21349	-0.3751029	4.29839
k141_30438	6.8109045	-4.3730288
k141_13998	1.5583324	4.4451494
k141_30439	7.5822635	8.12685
k141_21350	7.9174104	8.24958
k141_2151	6.513626	-6.7136297
k141_17844	6.252497	-6.5089746
k141_14001	-0.9157272	4.432496
k141_6094	7.4330983	2.1081402
k141_21352	4.6560674	3.7045162
k141_30440	5.5123034	16.26851
k141_2154	8.453185	1.3504493
k141_10082	6.7026324	3.573283
k141_21354	-0.441011	4.261768
k141_14005	3.2065885	5.086176
k141_17850	7.064166	2.622279
k141_10084	-1.8236659	4.405174
k141_2158	7.368747	1.3128746
k141_6098	4.997482	2.603837
k141_2159	5.8895736	14.777779
k141_14008	4.588209	3.8079207
k141_2160	0.2969521	5.568556
k141_6100	5.4914703	16.474823
k141_2161	-0.9592705	4.33513
k141_30445	6.2652392	-6.5483713
k141_10091	5.8018255	3.0538626
k141_14012	4.5048046	4.6941476
k141_2163	-0.9400743	4.5160036
k141_6101	7.6138763	8.308683
k141_30447	7.9502697	1.603297
k141_10093	6.358642	5.3606544
k141_2164	4.6410456	4.2851815
k141_21357	5.718753	5.5751286
k141_6102	7.296999	1.5801276
k141_30448	6.6632557	2.1158915
k141_10094	4.1164923	3.2350166
k141_14017	5.405199	5.94874
k141_2167	4.500874	3.8269181
k141_6104	6.8258524	1.390054
k141_26049	8.191245	6.1937294
k141_10096	-1.6810143	3.7873318
k141_14018	1.3357273	4.443347
k141_2170	0.98778206	4.731725
k141_10097	4.7333117	5.09988
k141_21358	5.827734	-6.463333
k141_30456	7.63065	8.050573
k141_2173	4.165005	4.222712
k141_30458	6.9848237	1.8443543
k141_14023	5.9366155	6.3461194
k141_6111	7.7918057	7.522288
k141_14024	2.2672985	3.5897553
k141_26056	5.742912	4.9451604
k141_30462	5.0715384	3.9304352
k141_21362	6.315112	9.30584
k141_10101	5.414639	16.584097
k141_21363	7.374276	-5.8896537
k141_30464	0.8223264	5.2496886
k141_26062	0.9694748	5.9638305
k141_10104	7.3436418	6.8323116
k141_2175	5.1172667	17.23115
k141_21370	3.054409	4.9489408
k141_30467	4.070686	4.780595
k141_14026	5.961807	-7.028062
k141_26064	5.8748035	-5.064049
k141_10105	7.673095	2.2240503
k141_21371	8.055028	1.0583856
k141_30471	1.6611966	4.93224
k141_21372	1.6037774	4.4999714
k141_30474	3.1188123	4.7719483
k141_2184	-0.6859638	4.8278604
k141_21376	5.1043425	5.4237413
k141_30477	7.4550753	7.3596973
k141_26069	5.196085	17.04586
k141_6115	8.854463	5.31013
k141_2187	6.2841244	6.338378
k141_14030	8.623664	1.5111289
k141_26071	6.1552134	5.8322234
k141_30481	4.284456	4.9506936
k141_10107	4.908662	5.342439
k141_14031	3.6457582	4.2024436
k141_10108	5.8216343	4.966284
k141_2189	6.63363	6.6258845
k141_30482	9.0688925	8.179174
k141_26072	1.9674864	4.9035115
k141_30483	3.959433	3.3355873
k141_21386	8.020506	7.390941
k141_14035	5.687373	5.223266
k141_6120	6.8272786	5.260127
k141_30488	5.8257575	-5.486905
k141_21391	4.777181	3.07782
k141_26078	2.8783855	5.047984
k141_14040	7.3375173	-5.9280324
k141_6126	7.035552	4.4034896
k141_21394	7.29354	7.9766154
k141_14043	0.5132481	5.627404
k141_26080	4.998271	5.448061
k141_17856	8.786954	5.206554
k141_21398	7.023355	3.8582466
k141_30493	5.121892	17.346836
k141_26082	6.773261	3.7692719
k141_6129	8.993092	1.3232983
k141_30496	-1.5845417	4.026882
k141_17862	2.2281725	4.2803073
k141_10109	5.7213297	-6.2902226
k141_21404	7.9609222	1.25501
k141_14047	6.2847652	5.329602
k141_6131	0.11542704	4.970821
k141_21405	6.7921624	1.4633049
k141_10111	8.360768	1.200668
k141_14049	6.669026	6.1256785
k141_10112	7.3519115	8.00294
k141_30504	2.9562416	4.6717353
k141_17866	6.030236	-5.357186
k141_6132	8.853318	7.74751
k141_21406	8.11105	1.376358
k141_26083	6.2024045	-6.1527123
k141_17868	2.1660018	4.622601
k141_30506	7.628834	7.9431744
k141_10115	5.4568305	4.2024817
k141_14053	7.39544	-5.99163
k141_6134	4.0716524	4.6461506
k141_26084	8.497052	5.562187
k141_17870	1.1056466	4.90205
k141_30508	0.95398057	5.123761
k141_21407	4.8482065	16.976044
k141_30509	4.5977683	2.7213256
k141_6138	3.3819408	3.685806
k141_14054	7.192572	6.0112543
k141_2201	8.099246	15.028719
k141_17872	5.643093	4.284477
k141_6139	7.667813	1.214627
k141_14055	6.610081	1.5265903
k141_17873	2.6567492	4.116513
k141_6141	2.8251286	4.4043684
k141_2204	2.7915485	4.8571925
k141_26092	6.3141036	6.667641
k141_17874	3.7715156	4.6731405
k141_6142	3.02566	4.9631343
k141_21409	8.473947	6.540932
k141_30511	8.150518	6.2294827
k141_10124	5.4217095	16.34776
k141_21410	6.317798	-5.5961475
k141_14058	8.859675	7.619992
k141_17875	5.753305	-5.844728
k141_30515	3.315731	3.7851021
k141_10128	5.274862	5.5925508
k141_2211	1.7731591	4.0160627
k141_10129	2.7558045	4.915196
k141_30516	1.8018242	5.038166
k141_21417	8.244925	7.111566
k141_17882	5.304002	14.939956
k141_10132	0.45448554	5.4888773
k141_26104	0.93872106	5.111916
k141_30520	8.279069	1.3185084
k141_10133	1.5099088	4.7010336
k141_17883	6.4670014	2.57044
k141_10134	4.904805	3.6348593
k141_30522	2.350046	4.6980376
k141_21421	5.3228345	4.125987
k141_17884	6.433306	14.856125
k141_30523	6.0664387	-5.262723
k141_26109	8.010055	8.4584465
k141_10135	8.447134	1.380808
k141_17888	7.358795	1.844903
k141_21426	7.020897	1.7907941
k141_14063	7.3046474	2.089278
k141_10136	4.7049594	16.605223
k141_21431	-0.77150023	4.492414
k141_10139	2.2560592	3.908978
k141_21432	2.5471177	4.7927346
k141_2212	5.8181257	-6.5380626
k141_26113	7.3962374	5.7122684
k141_30535	4.569562	5.4683437
k141_14066	6.5537	6.6147523
k141_17895	8.473759	5.318613
k141_2214	5.6961336	4.918071
k141_30538	7.7090697	1.1883993
k141_10142	5.0198774	17.019335
k141_17898	5.2889214	4.255959
k141_10145	6.927121	1.9725504
k141_2219	6.321721	14.301292
k141_26120	6.9584584	4.6002493
k141_10146	5.5384192	3.4548173
k141_14068	5.7723217	-6.305103
k141_17899	7.2708864	2.2948585
k141_21436	5.8269253	-5.5834684
k141_2221	1.4937541	4.3639545
k141_30540	8.970266	7.6409755
k141_10147	6.1381	2.6638584
k141_21437	6.268387	2.6453938
k141_10148	3.708966	4.5820007
k141_2226	6.8766665	1.7109808
k141_17900	5.126918	17.046265
k141_30543	-1.8840754	4.2571244
k141_14072	7.7478576	8.179705
k141_10151	6.816996	2.2741811
k141_21447	4.056984	5.018959
k141_2233	-0.6135859	4.7559485
k141_17901	8.439306	5.6626477
k141_10155	5.3791294	5.1006155
k141_21450	5.8308563	6.088269
k141_30544	4.9735503	16.971628
k141_2235	4.6655555	4.1285834
k141_26121	6.3191833	5.226569
k141_10157	3.571486	4.9236484
k141_2236	5.186044	16.52
k141_10159	2.3631856	4.873812
k141_17905	4.9861937	2.7061968
k141_30550	-2.0742586	3.815124
k141_21457	6.8660293	2.0824788
k141_2238	3.585992	3.7883961
k141_14075	7.0467553	-5.5262594
k141_26130	4.9191895	16.236217
k141_2240	3.6427064	4.440331
k141_10160	4.999065	3.634957
k141_21462	5.367311	4.951422
k141_30551	2.7923985	5.336511
k141_26131	-0.5477951	4.572799
k141_21463	2.2410436	4.987213
k141_10161	2.8304534	4.299595
k141_2244	-1.5444006	4.2121277
k141_21466	6.2471256	4.437565
k141_14081	3.648458	4.9672394
k141_30552	4.290819	5.029905
k141_10164	6.381028	2.504806
k141_14083	5.79554	4.4420724
k141_26134	5.1171384	16.800125
k141_17910	8.503592	1.5977367
k141_30556	6.6336975	5.205393
k141_2249	7.658894	2.0121634
k141_26135	5.6608186	4.454592
k141_17912	7.835545	8.4437475
k141_10172	7.53191	2.08836
k141_2252	7.727569	2.1561112
k141_30557	5.6750226	-6.4742637
k141_10173	3.3904672	4.0633993
k141_21474	4.8777394	4.7421947
k141_30558	7.615562	8.026688
k141_26140	-1.6484779	4.42386
k141_10175	3.4239147	3.6833963
k141_30560	1.683992	4.751692
k141_17918	8.018482	7.6279182
k141_30561	6.0941896	-4.8676696
k141_26144	1.5402244	4.3011594
k141_21478	3.297861	3.8986244
k141_17921	5.9030585	-5.9711137
k141_30564	5.325636	5.1958966
k141_10182	8.159798	1.7063867
k141_26146	7.765063	6.4974623
k141_30565	6.383726	6.6624556
k141_30566	2.1234365	4.391808
k141_10188	6.372481	6.0113235
k141_30569	8.138287	1.1651007
k141_17930	4.2578096	5.0881653
k141_26147	8.183285	6.944322
k141_30571	7.640906	6.9623623
k141_10192	5.2245173	4.431069
k141_30572	8.882989	8.294265
k141_17931	2.8345697	4.775151
k141_21480	7.928961	14.979452
k141_30578	4.7907114	5.522882
k141_26153	6.1070375	2.8887634
k141_26154	5.6407576	5.918884
k141_2253	8.480658	6.1233745
k141_30580	-1.3984644	4.6347823
k141_10207	8.111444	8.280947
k141_17935	7.3286824	1.8595316
k141_2256	-1.6747239	4.1479526
k141_10208	6.42372	14.8101
k141_2257	6.7933006	6.741092
k141_26161	3.3847795	3.3461483
k141_10210	-0.65853167	4.751748
k141_17939	5.5212197	6.105211
k141_2258	5.168426	16.698584
k141_2259	2.6043074	3.7847133
k141_26162	0.25749552	6.0890937
k141_26163	2.329882	4.4975133
k141_30582	9.339959	8.161288
k141_10215	7.4889517	-5.840175
k141_17945	0.98514616	5.924824
k141_26164	-0.18137264	4.7454667
k141_10216	8.304905	8.301688
k141_6144	8.51936	6.059224
k141_2260	6.6973577	3.4918728
k141_21497	5.0133824	17.249216
k141_26167	8.4835615	1.3646188
k141_6147	8.203907	1.9035789
k141_10223	3.277107	3.7965665
k141_26168	3.7318845	3.431656
k141_2266	-1.7408631	4.1137877
k141_10224	7.2908106	-5.738888
k141_30596	5.893183	4.8245096
k141_6150	6.6475306	6.535957
k141_30598	1.0274326	4.787054
k141_21500	1.1074523	5.4379864
k141_10225	7.477615	2.4161928
k141_21502	0.3624722	5.21887
k141_30607	0.61916226	5.6488647
k141_10228	8.340709	7.9623475
k141_2268	6.8029027	5.55702
k141_6165	7.4146624	2.1290016
k141_21508	4.6221514	5.155597
k141_2269	7.552272	1.8234463
k141_10231	6.1419086	5.03955
k141_2272	0.14317943	6.269447
k141_10233	4.7384286	4.490406
k141_6168	-1.796775	4.562738
k141_21510	8.865283	1.5203544
k141_2275	5.364659	4.4884443
k141_6171	6.0227275	14.837627
k141_21513	-1.301077	4.3398194
k141_6172	5.169098	4.0381017
k141_2279	-1.529731	4.0370564
k141_2280	3.603042	3.865945
k141_21518	4.7185574	16.58048
k141_2281	3.881243	5.2437854
k141_6177	6.574418	6.441713
k141_26176	2.8194988	5.4491763
k141_10238	7.2389965	3.8523908
k141_26177	4.2054324	5.475189
k141_10239	4.8402047	3.5085144
k141_21522	7.0926495	2.3327646
k141_6179	4.2332125	4.988186
k141_30608	5.9116297	-6.8908615
k141_10240	5.117138	5.8836913
k141_2289	1.723085	4.8609185
k141_10241	6.7723427	-4.368661
k141_26181	6.261845	14.486641
k141_26182	3.3395052	3.476146
k141_30609	4.8297	3.8798342
k141_2290	8.896043	7.337857
k141_26185	5.9644756	6.111843
k141_30615	-1.4387664	4.2748556
k141_10246	8.675721	1.6347226
k141_30616	7.7500935	1.6995372
k141_6186	5.1220045	17.111357
k141_10250	7.831132	7.985128
k141_26188	4.9847946	17.206684
k141_10251	5.8431654	6.303924
k141_2291	5.7597075	-5.9187703
k141_26189	4.394535	3.4563262
k141_6187	0.9952092	5.096811
k141_2293	6.3506207	14.457034
k141_30618	4.921293	5.4683423
k141_10255	2.657344	4.558274
k141_2296	3.5015426	3.8181052
k141_6190	8.269109	8.221094
k141_30624	0.44078416	5.719317
k141_30625	1.9214762	4.300828
k141_2298	2.8659956	4.7683454
k141_6194	4.806028	4.505439
k141_2300	7.179089	1.1762234
k141_26196	2.4991815	3.7849092
k141_6196	6.92629	2.3199136
k141_2301	5.983193	14.581101
k141_30631	8.254126	1.9259512
k141_10259	-1.826277	4.441454
k141_2305	7.768856	2.2117803
k141_30632	5.201405	16.64655
k141_26200	2.7776768	3.9902496
k141_10262	7.017451	5.859302
k141_26201	6.028378	14.816769
k141_10263	7.9788427	8.013594
k141_2310	7.3753686	6.6522923
k141_30638	2.2768574	4.52218
k141_2314	7.6708546	7.7977667
k141_26204	7.059767	2.153359
k141_6203	8.251147	6.174717
k141_30643	5.133175	4.967904
k141_26205	0.24401164	6.1168685
k141_2316	4.555306	4.0397286
k141_30644	4.6784387	4.816567
k141_10267	7.1846704	3.8330138
k141_6207	4.19993	3.57373
k141_26209	6.716787	4.91897
k141_2318	6.4239516	4.930575
k141_10269	2.7905986	4.944472
k141_2320	5.9320607	6.086549
k141_26212	7.7990894	0.9307253
k141_6211	4.2379146	4.6780787
k141_30652	8.50478	1.2857665
k141_26214	7.8732166	1.8727305
k141_6213	1.40572	5.0038004
k141_10270	5.2421784	17.202036
k141_30654	2.7646897	4.8539257
k141_2323	6.096223	14.75824
k141_6216	6.4409842	14.854555
k141_30658	5.252052	15.381216
k141_2325	5.9004464	-6.221502
k141_10273	5.9560456	5.0802183
k141_26223	5.751843	5.0025177
k141_30663	5.8198967	-6.2629557
k141_10274	3.3707218	5.3665805
k141_10276	7.9056416	8.442758
k141_26224	8.011739	6.0744786
k141_6218	9.20305	5.3812404
k141_30665	4.723638	2.639961
k141_6221	0.7271665	5.4688334
k141_30667	5.77534	2.828096
k141_2328	5.8894525	-6.642883
k141_10279	5.0069427	17.091234
k141_2329	2.917866	3.9908173
k141_10280	6.539844	2.2382743
k141_6224	8.871512	8.245359
k141_30668	7.330648	2.6502445
k141_30669	2.1432893	4.5587897
k141_10290	5.0122123	5.832118
k141_2330	5.8779883	5.2619133
k141_6227	2.1225958	4.0873218
k141_30672	5.4760337	16.263666
k141_2331	6.462423	14.501963
k141_10296	0.27014118	6.0804796
k141_6230	2.4658835	4.514082
k141_30674	5.8974624	-6.5098763
k141_10301	5.0348535	5.390403
k141_2334	7.6469426	2.1161537
k141_30675	6.791125	4.696104
k141_6233	-1.5962135	4.5302
k141_10302	-1.3031831	3.9596503
k141_6234	7.1296196	7.6156883
k141_10303	8.08644	5.379477
k141_6237	1.5319368	4.7745676
k141_14090	8.122847	15.060097
k141_2341	8.08008	2.1199353
k141_10309	5.2659616	4.655149
k141_2342	-2.0404878	3.8866458
k141_14092	0.6433302	5.315595
k141_30688	9.085707	7.9345217
k141_6238	8.645272	1.601767
k141_6239	2.439855	4.675711
k141_2343	6.2660666	14.481941
k141_30692	1.7349197	4.259723
k141_14096	5.485322	4.6104765
k141_10310	7.230498	5.942082
k141_30694	7.680327	1.6026093
k141_10312	6.73909	4.91074
k141_14098	4.734276	3.4461663
k141_30696	4.4498224	4.1773705
k141_6241	5.0344915	3.4558282
k141_10314	5.507384	5.4868855
k141_14100	0.6667873	4.5228086
k141_10315	1.1670306	4.8575883
k141_2346	5.2493267	5.25689
k141_30703	5.113158	4.7245955
k141_14102	6.946193	1.6167865
k141_6245	7.78926	7.7062407
k141_2347	7.9143653	7.566255
k141_10316	6.912324	2.467158
k141_30704	4.9629717	5.4937515
k141_14104	7.4949985	2.0166671
k141_10319	6.2062926	4.6088557
k141_2352	4.5846415	3.3498414
k141_10321	-0.34123868	4.51175
k141_6251	7.1473746	2.1749349
k141_30707	2.9063768	4.1583176
k141_30709	-2.0057275	3.960145
k141_2357	6.283527	4.117316
k141_10324	2.3137684	3.9223099
k141_6252	8.173564	1.4762298
k141_30710	-0.8952043	4.6669807
k141_2360	-1.9991992	4.017866
k141_10325	3.1422203	4.5255756
k141_30712	8.477557	5.900074
k141_14106	5.671883	3.0069532
k141_10326	3.4431038	4.2836924
k141_10327	7.699614	1.4760904
k141_2366	-1.9223796	3.926643
k141_30716	4.6555147	4.15329
k141_30717	1.307983	4.621995
k141_2369	-1.6562752	4.0024886
k141_14113	7.0968766	1.8439158
k141_10334	7.1570234	5.7861376
k141_14114	2.5721717	4.5448766
k141_2371	8.974162	7.923103
k141_14116	-1.0430926	4.3524237
k141_10337	-0.9130252	4.46497
k141_2372	3.8404648	4.072963
k141_30718	8.306364	6.718812
k141_14118	4.019823	5.1199317
k141_10341	3.5920923	3.8686473
k141_14119	4.725936	3.247887
k141_6254	5.262178	17.253656
k141_2375	3.3202212	3.883224
k141_30720	8.536068	7.5400343
k141_6255	5.6970596	4.8173256
k141_2377	3.167013	4.1815777
k141_30721	5.288883	3.1378944
k141_10345	1.0752581	5.5828514
k141_26235	8.462083	6.0344257
k141_10346	8.286275	1.1241812
k141_6260	-0.7710767	4.3573036
k141_10349	2.7073982	4.244192
k141_6261	7.572238	7.0870104
k141_2390	6.368867	14.854302
k141_6265	4.1920066	4.9215837
