ID	length	GC	coverage
k141_14297	1273	48.55	6.8806
k141_14300	2124	59.13	5.87053
k141_14304	1074	61.55	3.18808
k141_14307	1031	60.14	5.92338
k141_14308	1757	46.44	5.23904
k141_14311	1027	56.67	3.19182
k141_14315	5763	47.01	43.845
k141_14318	1861	59.43	4.57335
k141_14319	2564	40.91	4.36661
k141_14322	3891	56.67	5.24981
k141_14331	1899	49.76	5.07372
k141_14332	1063	49.95	4.62183
k141_14333	1389	48.45	5.14255
k141_14335	1032	53.78	2.74419
k141_14337	6868	51.66	7.40128
k141_14339	3321	53.69	7.4315
k141_14341	4393	57.86	6.50239
k141_14343	1122	71.21	2.91889
k141_14345	2604	59.33	6.85484
k141_14346	5941	59.15	6.99764
k141_14350	2757	63.37	7.2325
k141_14351	3224	57.54	5.31669
k141_14353	1096	59.76	4.4708
k141_14360	3040	40.69	5.69441
k141_14361	1297	39.94	4.61141
k141_14371	44479	48.21	40.4613
k141_14372	1273	51.77	5.49725
k141_14377	2129	56.69	5.65806
k141_14383	5007	52.39	5.77092
k141_14384	4074	62.47	8.02847
k141_14386	1410	45.60	9.58723
k141_14387	1036	57.24	4.00386
k141_14393	3405	61.50	7.6185
k141_14398	1080	44.26	3.15648
k141_14399	29280	51.88	21.441
k141_14400	1018	54.81	3.77505
k141_14408	1939	61.17	6.98143
k141_14410	2987	59.36	5.93974
k141_14411	2739	48.52	4.44761
k141_14413	1131	34.13	5.38638
k141_14415	1038	61.18	6.02505
k141_14419	1800	39.83	3.37222
k141_14422	1589	57.77	5.43738
k141_14423	2492	42.78	7.01966
k141_14425	1338	50.97	4.12033
k141_14427	24805	46.39	36.1211
k141_14431	317420	49.82	34.105
k141_14432	2632	59.00	4.29141
k141_14436	1032	54.84	4.43217
k141_14442	1020	46.67	4.09412
k141_14446	2263	60.80	6.55104
k141_14449	1857	42.65	5.78083
k141_14451	4740	47.72	7.32342
k141_14455	13847	50.05	6.86026
k141_14459	3715	51.14	5.88371
k141_14465	61372	57.12	25.3439
k141_14469	1301	40.51	4.80015
k141_14471	1348	52.15	5.0727
k141_14477	1327	52.60	5.5795
k141_14478	1102	50.54	2.28857
k141_14480	1009	52.53	4.5887
k141_14485	1004	58.17	4.85857
k141_14487	1481	59.69	6.82849
k141_14493	1457	57.24	4.07756
k141_14509	1082	60.35	2.03512
k141_14515	1142	58.49	6.40105
k141_14523	4567	62.16	5.69499
k141_14527	1179	50.04	4.42324
k141_14530	1641	24.62	3.91773
k141_14531	1258	39.11	5.35135
k141_14533	4073	53.67	14.5156
k141_14534	3012	59.66	4.80445
k141_14536	2832	52.68	4.20621
k141_14543	5723	57.52	6.59479
k141_14547	1740	51.55	8.69023
k141_14549	1070	43.18	6.70467
k141_14561	1233	52.23	3.85726
k141_14562	1417	46.79	4.5801
k141_14563	203507	32.91	13.6652
k141_14566	2823	42.37	9.94049
k141_14570	1015	39.11	4.267
k141_14573	1180	46.86	3.90593
k141_14574	2224	40.74	6.17761
k141_14576	1234	54.78	3.61912
k141_14579	1051	45.20	2.83635
k141_14589	1714	49.65	3.83256
k141_14592	1115	31.93	3.04933
k141_14596	1044	39.94	4.11015
k141_14600	1464	34.08	43.2637
k141_14601	2622	41.65	5.97521
k141_14603	1692	22.87	5.37707
k141_14607	2513	62.16	6.51293
k141_14608	1536	55.34	4.9375
k141_14611	1288	61.88	3.81599
k141_14612	2853	59.06	4.80652
k141_14613	2391	32.33	5.47553
k141_14621	1949	57.00	5.02463
k141_14623	1458	44.58	6.44376
k141_14625	1443	54.05	5.77893
k141_14626	1766	51.70	3.20272
k141_14633	1497	44.15	3.45625
k141_14634	1585	46.56	4.04732
k141_14636	1026	51.95	2.58869
k141_14638	1521	44.25	2.26364
k141_14640	1462	47.06	4.1881
k141_14643	2644	38.92	6.03744
k141_14644	3259	53.48	4.50199
k141_14646	2048	55.27	4.87988
k141_14647	1326	39.06	4.27074
k141_14654	1194	50.50	4.00586
k141_14664	1136	38.56	4.69366
k141_14665	3489	48.47	5.81284
k141_14669	1352	46.23	4.07101
k141_14672	5431	46.92	7.37286
k141_14679	14976	60.72	7.01262
k141_14684	1639	49.60	5.88896
k141_14685	1629	54.33	5.0356
k141_14687	1213	48.06	4.17972
k141_14694	1024	49.61	4.49219
k141_14696	3734	57.15	5.42287
k141_14698	2588	56.11	5.62983
k141_14700	1346	56.91	2.55275
k141_14704	1034	52.32	5.05609
k141_14705	1738	54.78	3.83487
k141_14706	1835	41.31	5.88665
k141_14708	3531	48.26	5.70093
k141_14709	1185	62.78	5.78987
k141_14712	4871	43.56	25.5631
k141_14713	1120	50.09	2.93393
k141_14717	1635	66.36	4.91743
k141_14718	2786	45.01	4.77387
k141_14719	1249	53.16	2.98239
k141_14724	2196	49.95	4.35474
k141_14725	1393	56.64	3.31443
k141_14727	1794	28.15	8.51672
k141_14728	1322	48.41	4.94554
k141_14731	18615	41.45	6.89707
k141_14733	1099	49.50	4.47862
k141_14735	1754	56.10	5.43615
k141_14736	5920	64.56	6.37838
k141_14742	2355	52.40	4.74735
k141_14746	1637	49.54	5.92731
k141_14747	1002	51.30	2.95709
k141_14748	1069	57.06	3.90178
k141_14752	1628	61.43	8.00799
k141_14756	1789	23.92	4.59642
k141_14760	1919	49.77	5.36582
k141_14761	1442	56.93	6.0534
k141_14762	4262	48.73	4.69639
k141_14765	2044	44.37	5.03131
k141_14766	1646	64.40	5.23572
k141_14773	1341	58.24	8.54735
k141_14774	1667	46.19	5.26035
k141_14775	1126	45.12	5.02309
k141_14777	1046	44.55	3.85851
k141_14781	1644	59.55	9.66241
k141_14782	1276	57.99	8.76097
k141_14787	1085	46.73	4.10968
k141_14798	2604	58.41	6.09101
k141_14799	1525	52.46	4.87016
k141_14802	1335	55.66	8.03146
k141_14805	1121	49.33	3.45495
k141_14809	1579	32.68	4.80304
k141_14812	1178	42.19	4.30051
k141_14813	2865	57.52	7.12147
k141_14815	1009	60.65	4.12785
k141_14816	4022	70.44	6.83938
k141_14823	1045	57.89	4.27273
k141_14824	3468	55.57	6.12514
k141_14827	1498	55.67	5.8725
k141_14828	1256	41.80	7.48169
k141_14832	1222	58.27	4.991
k141_14834	3574	56.10	4.7216
k141_14836	3889	32.84	10.226
k141_14842	1043	46.31	5
k141_14843	1011	29.18	3.54698
k141_14845	1347	49.29	4.29027
k141_14853	4270	45.01	5.66674
k141_14857	5734	47.35	6.18539
k141_14861	1800	31.06	4.61333
k141_14863	1084	20.66	2.73432
k141_14865	1620	59.07	5.7679
k141_14867	4568	33.38	5.47942
k141_14868	14225	55.98	11.5179
k141_14873	1175	30.38	4.05021
k141_14876	3434	46.68	5.07222
k141_14879	1188	55.64	5.52189
k141_14880	12053	48.70	12.5858
k141_14885	2296	37.15	5.70296
k141_14894	2896	51.59	4.79558
k141_14898	1201	53.37	5.46461
k141_14902	1084	25.65	2.7417
k141_14903	2560	48.55	5.33555
k141_14907	1055	27.58	4.38768
k141_14909	1525	59.28	5.37902
k141_14918	1096	26.09	3.13321
k141_14924	3280	61.22	5.90335
k141_14929	1289	37.16	4.59814
k141_14932	1607	33.17	5.92844
k141_14934	1633	61.48	5.10288
k141_14938	1790	39.27	7.15978
k141_14939	1271	52.40	4.78285
k141_14941	2016	52.28	7.60615
k141_14942	1134	49.29	3.64727
k141_14943	1410	54.75	4.73972
k141_14944	2048	54.49	4.14209
k141_14945	1895	61.21	6.35778
k141_14947	1296	54.09	4.25386
k141_14948	3121	53.32	5.51778
k141_14949	8772	48.40	8.31293
k141_14955	2358	43.89	4.58142
k141_14963	2399	40.60	6.34139
k141_14964	3249	41.49	8.20468
k141_14968	1459	51.95	5.52365
k141_14970	1041	56.20	4.70029
k141_14971	2322	56.12	9.27476
k141_14974	9298	58.80	17.645
k141_14977	9836	36.08	6.01576
k141_14979	3176	49.91	7.25063
k141_14991	4287	66.95	6.86681
k141_14992	1365	46.01	5.22637
k141_14993	1741	54.16	4.07812
k141_14995	18716	30.31	11.737
k141_14996	1217	62.20	4.03533
k141_14997	1512	58.93	6.29431
k141_14999	5366	66.77	6.74674
k141_15005	3823	48.31	4.59142
k141_15007	1118	69.14	3.85599
k141_15009	1056	47.63	3.81818
k141_15010	2100	48.10	4.53952
k141_15012	1783	46.78	4.10656
k141_15014	2617	23.31	3.25831
k141_15019	68575	45.97	36.3701
k141_15022	1040	66.54	4.54808
k141_15030	1739	71.77	5.0092
k141_15033	2064	35.22	5.63081
k141_15035	1569	40.09	5.30656
k141_15040	2678	42.64	3.38462
k141_15041	3991	63.27	5.39188
k141_15042	1153	47.44	5.44146
k141_15044	1872	48.72	5.06357
k141_15055	1942	47.84	7.12719
k141_15057	12064	55.43	6.90774
k141_15068	2003	36.15	3.95257
k141_15078	1795	61.39	4.46407
k141_15080	10411	56.71	8.72596
k141_15086	2274	65.96	5.16974
k141_15091	4686	47.27	5.79513
k141_15100	5836	65.25	8.5353
k141_15102	1776	66.22	4.42511
k141_15106	1973	37.51	3.83021
k141_15107	1784	54.60	8.85202
k141_15108	1297	52.66	2.39013
k141_15111	3389	42.67	5.53762
k141_15113	1395	27.10	4.48889
k141_15116	1314	50.68	3.73364
k141_15117	1384	50.22	4.75
k141_15120	1416	47.67	16.149
k141_15121	4139	61.29	7.4059
k141_15124	2910	45.40	4.45876
k141_15126	2385	50.02	5.8566
k141_15128	1124	40.30	3.97954
k141_15129	4252	58.00	4.38288
k141_15130	8652	62.10	6.99757
k141_15133	2143	58.70	6.43724
k141_15136	8088	58.72	8.77918
k141_15140	1661	35.82	6.65262
k141_15141	1018	51.57	2.93124
k141_15143	10468	59.51	7.71341
k141_15150	2391	59.26	7.65496
k141_15156	2273	48.61	33.4857
k141_15159	2693	50.17	5.5919
k141_15160	1064	50.28	3.78853
k141_15162	1026	51.75	3.7924
k141_15167	1380	45.51	5.20072
k141_15169	3393	58.86	6.16387
k141_15173	1684	67.64	4.30998
k141_15177	2332	60.98	7.80489
k141_15180	4328	59.08	5.64857
k141_15181	1895	66.60	6.13668
k141_15184	5760	51.11	5.62691
k141_15189	1333	61.59	4.47262
k141_15191	1406	64.37	4.76316
k141_15192	2547	47.31	5.77424
k141_15194	1215	57.53	6.47984
k141_15197	2644	46.71	4.79236
k141_15199	1883	65.22	5.83484
k141_15204	7781	50.02	7.97314
k141_15207	2690	59.93	7.73569
k141_15209	2030	62.86	4.03695
k141_15210	4123	56.25	5.62382
k141_15216	3021	67.33	7.12777
k141_15218	2875	62.23	5.26157
k141_15219	1279	39.41	5.70993
k141_15221	1115	44.30	4.49058
k141_15223	1522	55.19	4.49277
k141_15227	1215	48.89	5.13333
k141_15228	7018	55.26	8.94742
k141_15236	2212	57.82	6.33861
k141_15239	2600	45.23	7.10923
k141_15241	1404	42.74	6.67593
k141_15242	1603	44.10	5.16781
k141_15243	3095	31.44	5.69984
k141_15245	8518	62.81	6.76133
k141_15246	1010	43.96	3.69901
k141_15247	1969	64.60	5.64551
k141_15249	2239	38.19	5.79053
k141_15250	2215	53.27	4.75892
k141_15251	1838	27.97	3.94233
k141_15252	1265	56.60	4.12569
k141_15253	2198	58.28	4.06415
k141_15258	1665	66.31	6.24565
k141_15259	1228	62.46	4.24349
k141_15260	1180	67.63	4.80424
k141_15261	1316	51.37	3.51596
k141_15262	1244	57.15	3.35932
k141_15265	1649	64.28	4.51061
k141_15267	5187	61.29	5.64797
k141_15270	3898	58.90	5.73448
k141_15271	1642	42.20	5.98477
k141_15277	2361	61.84	5.80559
k141_15282	1137	54.53	4.46526
k141_15283	10271	58.77	16.948
k141_15284	1784	46.13	5.4361
k141_15285	2316	55.40	6.12392
k141_15295	3291	67.18	5.45852
k141_15298	1101	52.50	4.72389
k141_15300	4412	51.13	5.68767
k141_15302	1146	56.54	2.20419
k141_15306	1107	49.68	4.5664
k141_15317	1411	52.02	4.58965
k141_15318	1030	70.49	4.89709
k141_15319	1692	41.73	4.14598
k141_15320	5182	51.35	7.97781
k141_15321	1300	61.85	6.16308
k141_15322	3632	41.93	5.25881
k141_15324	1799	53.42	5.53808
k141_15329	1929	48.11	3.46656
k141_15330	1237	61.28	3.91673
k141_15336	3584	61.16	5.54464
k141_15343	1454	46.49	5.73246
k141_15345	1235	64.37	5.31417
k141_15346	4592	59.63	7.27178
k141_15347	2097	48.35	4.97663
k141_15348	1203	56.86	4.58687
k141_15349	4487	51.59	6.73145
k141_15350	1732	30.25	5.24769
k141_15352	1347	50.56	4.08537
k141_15353	1139	20.19	2.70413
k141_15366	1146	49.56	4.53752
k141_15372	1307	43.61	4.04514
k141_15379	3041	57.35	5.67576
k141_15385	1892	59.62	5.65275
k141_15386	1567	51.31	2.44225
k141_15391	1524	42.13	4.1168
k141_15394	3045	68.57	6.62726
k141_15395	1725	68.41	6.02145
k141_15398	7286	59.95	6.72879
k141_15400	1177	49.87	5.06712
k141_15401	1739	65.32	4.08568
k141_15403	2838	52.68	6.40381
k141_15404	1518	51.05	2.55204
k141_15405	1174	53.58	5.07836
k141_15407	2023	54.92	4.03707
k141_15408	1609	50.22	4.98571
k141_15409	2704	58.21	5.82138
k141_15411	5228	45.89	5.81465
k141_15421	1093	47.67	3.4172
k141_15423	3217	59.31	6.76096
k141_15424	2405	59.54	4.02453
k141_15425	1255	48.13	4.39602
k141_15428	1734	57.90	5.05767
k141_15436	1336	62.13	6.95883
k141_15441	154133	34.56	13.4691
k141_15444	1321	61.54	8.08857
k141_15445	1055	54.79	5.20095
k141_15447	1180	55.85	4.67542
k141_15448	3692	37.11	7.03873
k141_15449	1074	59.87	4.99162
k141_15451	1067	55.67	3.04873
k141_15457	1815	62.04	7.1157
k141_15461	4719	58.72	6.71477
k141_15463	1279	60.13	3.49883
k141_15465	1436	54.04	6.01602
k141_15468	1707	48.10	10.6948
k141_15471	4126	60.20	5.75085
k141_15474	3594	43.16	8.2532
k141_15486	3751	29.41	11.4452
k141_15488	3185	63.27	6.10895
k141_15490	1253	53.23	3.7909
k141_15495	4795	52.39	5.13076
k141_15501	1421	43.98	5.65869
k141_15518	1693	64.97	5.99232
k141_15522	2871	50.02	4.99164
k141_15525	1379	71.07	6.45178
k141_15527	2864	39.11	5.24057
k141_15529	1225	50.94	4.13224
k141_15534	2998	42.46	27.0737
k141_15535	1377	67.68	3.67901
k141_15537	1128	61.79	5.72518
k141_15541	1132	46.82	5.91696
k141_15542	2751	58.02	6.2381
k141_15543	2207	58.22	4.56049
k141_15546	2114	44.80	3.94749
k141_15552	2054	58.28	7.59445
k141_15553	1260	47.22	5.09444
k141_15554	1772	48.02	4.65519
k141_15555	2579	56.96	5.07096
k141_15557	5089	41.70	6.37512
k141_15558	2122	61.73	5.84496
k141_15561	1094	55.39	5.97441
k141_15562	13170	59.57	14.0536
k141_15563	4815	38.53	6.28017
k141_15565	57594	54.20	22.279
k141_15567	1506	49.80	4.45551
k141_15572	1443	59.74	6.71102
k141_15581	6578	62.09	6.34357
k141_15585	1389	67.03	6.32901
k141_15586	1001	69.63	3.52947
k141_15587	1305	50.04	4.10575
k141_15590	1099	67.52	4.4677
k141_15591	6771	39.23	24.6478
k141_15592	1367	40.09	4.70812
k141_15593	2025	67.80	6.25383
k141_15595	1767	55.74	6.47595
k141_15597	5198	62.64	7.48961
k141_15601	3513	53.69	6.41588
k141_15604	1103	60.65	4.01541
k141_15606	1939	58.43	4.74471
k141_15608	2013	55.19	5.54694
k141_15613	3671	54.40	7.11305
k141_15617	1953	61.60	5.11674
k141_15620	3326	53.64	6.47114
k141_15623	1786	43.51	3.34267
k141_15630	4647	61.95	6.9589
k141_15634	1022	47.16	3.07045
k141_15637	1133	56.22	4.87555
k141_15642	1401	56.75	3.15917
k141_15645	1831	53.09	4.5538
k141_15646	20666	54.92	8.521
k141_15649	1000	50.40	3.564
k141_15652	1350	59.11	3.19407
k141_15654	1253	63.53	5.18276
k141_15659	2903	57.91	7.19084
k141_15666	5553	40.48	7.79471
k141_15668	3522	43.10	3.9347
k141_15669	1142	47.99	4.96322
k141_15671	1711	56.63	5.06487
k141_15674	1743	58.29	6.29891
k141_15676	1441	51.84	4.75573
k141_15681	2845	58.07	6.42566
k141_15685	1258	66.45	3.79809
k141_15686	1348	46.14	3.86869
k141_15687	1784	52.69	3.91984
k141_15688	1872	45.35	3.98718
k141_15694	3619	57.45	6.46532
k141_15695	3187	56.26	4.85441
k141_15698	18310	55.20	38.1216
k141_15703	2442	57.33	7.81368
k141_15705	1874	62.33	5.92209
k141_15710	4344	37.87	7.00345
k141_15714	1301	48.04	3.90161
k141_15722	1039	51.59	4.24639
k141_15727	2211	54.05	5.92899
k141_15728	1194	71.11	2.98576
k141_15729	1648	50.85	3.79854
k141_15732	1537	44.18	4.93038
k141_15735	1086	63.72	3.26335
k141_15736	5769	42.59	6.44288
k141_15746	1530	58.10	4.77908
k141_15754	1973	45.21	4.29549
k141_15759	1001	28.07	2.98002
k141_15761	1129	35.34	3.4163
k141_15762	3677	56.70	6.05874
k141_15765	1103	38.35	5.66999
k141_15769	1304	46.70	3.08972
k141_15776	1225	41.55	4.58367
k141_15777	3111	36.19	4.69656
k141_15778	1934	52.79	3.69028
k141_15779	5511	57.97	7.68735
k141_15782	2277	28.46	3.45235
k141_15783	2716	66.05	6.11267
k141_15790	1085	58.43	3.00645
k141_15793	8192	52.86	14.9523
k141_15794	1119	55.67	4.12601
k141_15795	1352	54.88	5.26553
k141_15801	1518	51.71	4.03096
k141_15803	1911	52.12	5.21873
k141_15809	1008	46.33	5.05159
k141_15814	1119	61.48	12.4924
k141_15816	1507	49.44	5.34705
k141_15823	1053	59.35	3.96676
k141_15827	1778	41.23	4.27447
k141_15828	1039	60.64	4.44273
k141_15829	1165	47.64	5.51502
k141_15830	1767	43.41	6.82286
k141_15831	5016	57.74	7.37161
k141_15832	3416	60.51	4.33694
k141_15834	1017	49.75	5.12488
k141_15835	1405	54.80	4.42776
k141_15839	1685	51.39	83.6356
k141_15840	1240	66.13	5.27823
k141_15844	2636	62.90	5.97686
k141_15845	1281	48.01	3.32943
k141_15849	1312	64.86	4.71189
k141_15851	2703	48.39	4.9101
k141_15854	3498	56.75	4.98027
k141_15857	6519	60.79	6.0563
k141_15867	1780	52.98	5.5
k141_15869	2913	57.26	6.69585
k141_15870	6215	54.67	6.66774
k141_15871	2012	54.37	4.27684
k141_15876	3467	59.10	5.53447
k141_15879	1420	43.66	6.73803
k141_15882	2484	65.98	6.07327
k141_15885	34152	38.50	14.7971
k141_15886	1083	33.70	4.14127
k141_15887	6450	60.90	7.00667
k141_15890	1347	49.81	2.98515
k141_15895	1096	68.61	2.32026
k141_15900	1805	58.95	5.43767
k141_15903	1251	48.12	6.01679
k141_15909	124808	34.29	14.497
k141_15910	5253	56.86	7.86484
k141_15911	2047	47.14	4.57255
k141_15912	2502	59.23	5.04436
k141_15914	1021	53.77	3.04701
k141_15925	1787	58.48	4.81365
k141_15926	4207	52.29	7.03874
k141_15927	15734	32.13	14.3473
k141_15931	10659	57.41	17.758
k141_15932	1371	44.35	5.99635
k141_15936	1602	36.89	4.75094
k141_15939	2305	47.42	4.04946
k141_15945	3601	46.38	5.12163
k141_15947	1091	42.44	4.33731
k141_15948	1668	46.46	3.61271
k141_15952	1020	39.41	3.93235
k141_15953	2139	49.93	6.45909
k141_15955	6179	53.86	14.2533
k141_15967	1019	48.18	3.31992
k141_15970	1179	51.15	3.74724
k141_15971	2014	53.38	5.23287
k141_15973	1563	52.34	3.32374
k141_15975	1596	62.53	4.28822
k141_15979	2564	38.61	6.51209
k141_15981	2811	63.04	5.80221
k141_15983	2678	51.23	3.45407
k141_15987	2324	56.50	6.49656
k141_15991	1924	64.86	6.95062
k141_15994	1289	56.79	3.43832
k141_15997	1396	56.66	5.36963
k141_15999	1014	52.76	4.52268
k141_16003	1741	61.34	4.94141
k141_16005	1532	44.39	4.82768
k141_16007	1148	50.78	5.84669
k141_16012	1459	62.85	5.34955
k141_16015	1125	54.58	3.94667
k141_16017	20165	41.62	22.2343
k141_16022	3010	56.84	15.8458
k141_16024	1064	63.91	5.69455
k141_16025	48444	31.80	13.0887
k141_16026	2505	58.72	7.36168
k141_16028	61517	33.44	12.8813
k141_16029	6258	34.63	33.3835
k141_16030	1390	43.96	8.14173
k141_16031	2959	52.55	6.54275
k141_16042	2682	52.72	4.2211
k141_16043	1154	62.13	3.88388
k141_16045	3428	50.18	8.28267
k141_16047	1007	59.19	5.92354
k141_16048	2497	31.80	7.63356
k141_16050	2000	39.45	4.615
k141_16051	1208	55.79	5.44454
k141_16052	1339	62.81	5.67065
k141_16053	8534	42.52	7.68233
k141_16057	1307	46.67	3.97475
k141_16058	1741	59.05	5.4687
k141_16060	1213	54.99	5.67024
k141_16062	1698	42.34	3.16608
k141_16066	4566	58.19	5.68397
k141_16069	1113	53.37	4.78437
k141_16071	1750	43.77	4.61714
k141_16072	1080	61.02	3.17963
k141_16073	2571	60.60	6.78102
k141_16075	60178	32.93	14.0971
k141_16078	1910	57.75	5.31099
k141_16084	1204	72.18	2.72508
k141_16085	12862	41.33	7.07153
k141_16086	2151	58.07	5.40446
k141_16088	2035	45.16	4.54005
k141_16089	1205	67.47	4.34357
k141_16091	1066	46.90	4.34053
k141_16095	1269	60.20	4.09929
k141_16096	10842	58.42	8.65754
k141_16100	3288	50.52	8.15541
k141_16101	1143	49.96	4.44269
k141_16102	1171	48.68	4.2895
k141_16104	1363	68.16	3.26706
k141_16108	1271	44.77	3.72227
k141_16109	1095	55.25	3.67671
k141_16111	3073	62.35	7.43801
k141_16113	1412	58.64	5.18626
k141_16116	5350	48.69	6.5957
k141_16117	4794	55.09	8.90676
k141_16119	1558	56.48	4.50706
k141_16127	1619	52.19	187.267
k141_16128	2212	44.85	4.38427
k141_16133	1304	54.83	3.8658
k141_16135	1119	54.07	3.99553
k141_16137	1372	48.18	3.36443
k141_16141	3583	39.63	5.5741
k141_16144	8270	56.77	28.4439
k141_16150	3019	62.04	13.1636
k141_16152	1330	66.24	3.66992
k141_16154	1805	63.60	5.99058
k141_16157	5184	61.82	3.87346
k141_16158	6294	50.99	8.19987
k141_16162	1012	55.73	4.28458
k141_16168	1718	61.99	7.24913
k141_16170	1539	55.95	6.18259
k141_16172	1062	63.18	2.76836
k141_16177	3732	37.70	6.35798
k141_16180	1172	53.33	4.18686
k141_16181	1288	60.79	4.72671
k141_16182	1432	55.73	3.53911
k141_16183	1182	56.94	5.09306
k141_16184	1145	59.04	4.03755
k141_16187	1560	56.54	30.3776
k141_16188	2049	49.29	9.37531
k141_16189	1512	62.96	9.23677
k141_16191	1122	46.52	3.98574
k141_16194	1279	58.95	4.75371
k141_16196	2556	55.87	3.5489
k141_16199	54554	41.37	17.4517
k141_16200	1637	52.90	5.17227
k141_16203	4081	54.47	6.90836
k141_16205	2275	43.74	4.39473
k141_16208	1024	51.76	3.62793
k141_16209	5781	37.52	6.64868
k141_16210	1079	65.25	4.14643
k141_16212	3294	56.31	8.95659
k141_16215	1492	70.17	3.59517
k141_16217	12373	58.00	9.1795
k141_16221	4021	52.47	4.33101
k141_16230	1775	54.03	8.38423
k141_16234	128389	34.50	14.5593
k141_16243	1462	75.03	6.83037
k141_16245	1569	43.85	5.13066
k141_16246	16617	58.38	16.6611
k141_16248	2964	53.81	6.72807
k141_16251	1233	53.20	4.79643
k141_16257	1085	75.48	6.10876
k141_16261	2377	47.24	5.17122
k141_16268	9174	58.20	16.3218
k141_16273	7882	55.16	6.28356
k141_16274	1628	44.96	4.94287
k141_16275	1829	47.40	5.38874
k141_16277	1345	57.17	5.1026
k141_16278	1085	44.61	5.46636
k141_16279	1179	44.27	3.80746
k141_16280	3270	57.49	5.36789
k141_16282	7398	57.04	7.95458
k141_16290	5138	60.16	5.43752
k141_16303	1723	58.10	11.6756
k141_16304	1883	57.09	8.28784
k141_16305	5192	56.32	15.8394
k141_16306	5618	67.37	7.04432
k141_16307	9886	59.99	17.2318
k141_16308	12525	40.46	7.00248
k141_16313	1040	53.37	3.73558
k141_16316	30071	57.62	16.635
k141_16319	28485	30.35	46.9651
k141_16326	1158	38.60	3.60794
k141_16332	1163	54.86	3.42218
k141_16339	8326	57.55	7.48439
k141_16341	4137	52.65	8.14721
k141_16342	4168	43.76	7.60509
k141_16350	1071	45.00	3.33707
k141_16351	7445	63.04	6.69778
k141_16352	9028	63.31	7.00587
k141_16360	2539	49.86	12.69
k141_16364	3973	57.24	5.81953
k141_16368	4152	48.70	28.1794
k141_16370	1059	36.36	8.10009
k141_16372	1372	63.99	5.18586
k141_16373	6592	63.53	6.2987
k141_16382	2010	58.71	17.9453
k141_16383	11944	61.46	17.7436
k141_16386	2105	53.21	3.61758
k141_16387	1492	68.43	5.57105
k141_16389	1641	64.41	4.08958
k141_16392	1545	49.64	5.75793
k141_16398	4980	56.39	8.65783
k141_16402	2098	51.76	4.75977
k141_16403	2770	56.79	6.11588
k141_16408	4447	58.96	5.67214
k141_16411	1690	58.05	6.08521
k141_16415	3211	56.77	6.23482
k141_16420	1232	56.09	43.3807
k141_16421	1441	53.16	5.26926
k141_16422	2094	56.83	6.03104
k141_16423	1037	59.02	4.01736
k141_16432	1478	59.20	5.01624
k141_16438	2035	53.17	6.81229
k141_16439	3982	57.08	5.22953
k141_16442	1389	52.48	4.28078
k141_16444	1763	52.47	3.63755
k141_16454	5695	56.08	6.16997
k141_16460	2604	60.37	5.37097
k141_16461	1112	25.45	3.90558
k141_16465	3409	57.58	6.32326
k141_16466	1293	38.98	3.34957
k141_16468	1796	47.72	5.3157
k141_16472	1427	62.79	3.83181
k141_16474	17515	54.13	16.6878
k141_16475	1205	59.59	9.34689
k141_16479	2647	47.34	6.45599
k141_16480	2161	55.48	11.1115
k141_16486	19212	49.52	7.91203
k141_16494	1012	49.11	3.40316
k141_16495	3046	37.69	6.4501
k141_16503	2372	58.60	6.33137
k141_16506	1260	44.60	3.77937
k141_16512	3129	58.96	4.60882
k141_16513	8809	53.55	14.2319
k141_16515	2150	47.95	3.53767
k141_16521	2044	47.70	5.08023
k141_16522	3107	55.91	5.13132
k141_16525	1246	55.14	6.58026
k141_16528	1279	48.16	3.34715
k141_16532	2450	46.65	5.10857
k141_16533	1404	41.17	5.19943
k141_16540	1154	48.79	5.04593
k141_16543	1744	44.78	3.99771
k141_16549	2637	50.59	5.37353
k141_16553	2152	36.99	6.3039
k141_16554	1993	56.20	8.10336
k141_16555	2425	57.81	6.6334
k141_16557	5563	59.48	16.2056
k141_16558	2323	42.79	6.257
k141_16559	1709	56.47	5.92159
k141_16560	3372	56.08	7.95967
k141_16562	2930	67.71	6.70956
k141_16568	4836	58.71	10.353
k141_16571	3205	50.11	5.85273
k141_16572	1281	52.93	3.15457
k141_16573	1101	40.51	4.20436
k141_16576	1325	61.74	4.27547
k141_16578	1761	66.04	5.12379
k141_16581	1541	45.04	5.87151
k141_16588	1465	38.70	6.59454
k141_16589	3135	58.31	6.41308
k141_16591	7936	60.18	5.22014
k141_16592	3149	41.31	7.11019
k141_16595	1143	56.96	5.98863
k141_16601	1054	33.59	6.51518
k141_16605	1278	38.11	4.68153
k141_16609	1062	52.82	38.194
k141_16610	2267	48.79	11.5068
k141_16613	2125	55.11	4.41271
k141_16614	1062	52.35	33.1497
k141_16615	1202	51.33	4.70549
k141_16622	6266	48.48	29.4371
k141_16625	2256	61.97	5.87677
k141_16629	1589	45.81	5.55192
k141_16630	1196	57.36	3.87207
k141_16632	2889	62.82	6.99827
k141_16635	1786	57.89	5.33539
k141_16636	1075	45.77	3.86698
k141_16641	6028	54.51	4.69061
k141_16649	1979	47.09	3.00253
k141_16652	1199	38.78	2.84654
k141_16655	2897	50.64	5.63928
k141_16656	10755	58.66	5.97266
k141_16666	2101	63.87	4.3208
k141_16668	2725	59.16	6.56183
k141_16669	1948	46.61	8.69507
