id	x	y	length	gc	coverage	orfs	ssus	mapped	taxon|d	phylum	class	order	family	genus	virulence	resistance	plasmid	virus
8412	-5.396560	-27.395308	2104	50.00	13.738	5	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			121432,158907	
8421	-14.691974	17.847445	3071	37.22	10.751	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales					139293	
8449	-11.874824	-22.903304	2097	51.07	9.509	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8450	-29.831416	-8.578494	2096	44.18	9.795	2	0	70.32	Clostridiales									
8456	-11.143460	13.213946	2095	37.14	10.208	4	0	91.19	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8470	-18.059537	1.882334	2092	39.96	69.633	2	0	99.51	Ruminococcus sp. 5_1_39BFAA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
8503	-25.105842	2.285698	2084	41.41	19.663	2	0	99.32	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8536	3.258927	-16.847185	2076	52.41	121.361	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8546	11.908174	29.835400	2074	30.62	6.021	4	0	100.00	Clostridium sp. CAG:221	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
8558	-1.879382	30.777324	2072	27.17	11.543	2	0	0										
8602	15.796052	16.058033	2754	34.46	8.713	5	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
8611	6.222072	33.025767	2060	26.31	9.626	3	0	0										
8615	-23.259106	-0.112081	2059	41.43	9.209	1	0	9.92	Blautia obeum									
8636	-24.775275	-13.562619	2054	44.64	7.883	2	0	0										
8645	25.073943	13.565229	2052	39.81	11.488	2	0	49.43	Streptococcus									
8655	8.533260	14.250642	2050	35.76	10.158	0	0	0										
8684	8.608661	30.315985	2042	31.24	9.530	1	0	37.41	Peptostreptococcaceae									
8710	-6.466396	12.430276	2035	36.36	19.430	2	0	93.77	Dorea longicatena	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
8726	-2.944288	8.625763	2033	37.78	10.248	2	0	99.32	Dorea	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
8728	-23.833465	-0.093889	2032	41.78	9.444	2	0	1.47	Blautia sp. CAG:237									
8741	17.869516	-30.540811	2030	59.56	8.266	1	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
8773	6.399623	30.369896	2023	28.92	20.749	2	0	100.00	Clostridium	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				NP_757024
8808	-10.062629	-1.813366	2015	40.10	9.600	1	0	94.33	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8809	19.981095	12.672434	2015	39.85	10.775	2	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
8810	-14.288197	13.686905	2987	38.97	9.035	4	0	98.95	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8812	-16.469501	-0.378720	2014	40.42	7.892	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						NP_312084
8815	5.183305	29.933969	2013	28.22	14.916	1	0	28.10	Terrisporobacter									
8826	-18.946228	-3.005518	2010	41.89	121.817	2	0	99.76	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
8832	15.095477	11.649692	2010	37.21	6.255	3	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
8841	16.197710	-20.424184	2008	52.99	5.120	3	0	37.50	Actinomyces sp. oral taxon 172									
8870	-21.203733	-6.246643	2002	43.56	175.453	4	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8871	5.700926	32.661312	2002	25.47	11.859	3	0	0										
8872	-8.457935	2.338862	2002	39.81	12.148	3	0	99.40	Clostridiales	Firmicutes	Clostridia	Clostridiales						
8879	9.314660	25.991391	2001	29.64	22.565	2	0	92.45	Clostridium	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
8908	17.472437	-33.398364	1993	65.33	8.498	1	0	95.20	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
8913	-5.903721	-37.748857	1991	56.00	25.822	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
8939	-15.701917	-6.663014	1985	43.93	135.245	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
9012	-14.403968	15.630346	1974	37.23	11.701	2	0	0.62	Lachnospiraceae bacterium 5_1_63FAA									
9033	-2.258913	17.874649	1971	38.91	61.912	1	0	95.89	Firmicutes	Firmicutes								
9087	-11.318574	12.657839	1958	38.87	7.819	0	0	100.00	Anaerostipes hadrus	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes				
9142	-17.632835	-5.745963	1948	43.22	8.246	2	0	0										
9145	19.039978	-6.168997	1948	45.59	7.488	2	0	15.24	Candidatus Saccharibacteria oral taxon TM7x									
9149	31.894254	-23.167929	1947	67.33	10.447	2	0	93.88	Adlercreutzia equolifaciens	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
9172	-21.080695	-4.071970	1942	43.25	178.195	2	0	100.00	Ruminococcus sp. 5_1_39BFAA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
9203	11.452103	26.323982	1936	31.66	7.827	1	0	84.48	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
9260	-15.159185	-22.270911	1925	48.16	6.732	3	0	86.81	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
9272	-25.707850	-14.324160	1923	44.98	9.556	2	0	2.34	Clostridiales									
9287	-19.919319	4.864842	1920	40.21	12.012	3	0	98.90	Dorea formicigenerans	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
9325	-5.130592	-35.049537	1913	51.39	6.629	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG001448			
9328	18.652638	-30.008941	1912	60.72	9.858	1	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
9341	-7.677657	-8.943621	2572	43.20	10.398	3	0	8.37	Blautia sp. CAG:237									
9357	-25.494390	-8.630256	1906	44.91	12.971	2	0	27.17	Blautia									
9368	-8.411743	-26.405110	1903	57.59	26.378	3	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				NP_310976,YP_007112555,YP_007112556
9403	-17.071122	-1.490436	1897	42.70	7.791	1	0	98.21	Clostridiales	Firmicutes	Clostridia	Clostridiales						
9437	10.153035	3.584563	1891	39.50	6.687	2	0	0										
9440	-30.259300	-15.426831	1890	45.82	11.867	1	0	0										
9455	8.339396	28.947030	1887	28.67	5.648	1	0	100.00	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
9484	-22.004009	4.567180	1881	40.46	9.417	1	0	100.00	Dorea	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
9485	35.326522	1.763528	1881	49.44	7.817	3	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
9491	28.829667	3.461656	1879	43.32	20.986	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
9492	32.471759	4.192887	1879	45.88	18.873	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
9515	16.421028	-25.483145	1875	58.72	9.704	3	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
9539	17.442453	7.203568	1869	39.17	11.831	1	0	91.14	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
9547	-16.340547	-7.299293	1867	44.13	169.798	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
9562	-8.348510	-4.064667	1865	42.25	19.302	2	0	7.09	Blautia sp. CAG:237									
9576	-11.650682	2.026639	1862	40.66	10.076	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
9615	-22.238871	2.254743	1856	43.27	8.008	1	0	100.00	Dorea formicigenerans	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
9654	7.341037	28.254268	1849	29.20	9.835	1	0	7.20	Peptostreptococcaceae bacterium VA2									
9678	-21.381929	-10.904896	1844	45.55	7.209	3	0	22.34	Ruminococcus sp. CAG:17									
9710	-13.693121	-25.731240	1837	55.96	6.965	2	0	75.56	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
9727	-17.888405	-5.020407	1833	43.81	6.941	1	0	0										
9734	25.751449	-24.526125	1832	61.19	5.238	2	0	100.00	Eggerthella	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
9781	21.237143	10.890531	1825	41.32	8.694	1	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
9783	11.213619	-4.126358	1825	46.52	5.127	1	0	46.75	Bifidobacterium adolescentis									
9804	11.444173	22.954413	1821	36.57	10.220	1	0	82.31	Clostridium	Firmicutes	Clostridia	Clostridiales					13688	
9834	-8.145145	-10.121288	1815	46.34	116.846	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
9868	9.087481	4.818828	1808	39.77	7.415	1	0	0										
9884	1.921274	-3.986644	1805	43.32	11.475	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			16136	
9940	-16.363639	-0.079291	1795	41.06	22.128	2	0	99.28	Clostridiales	Firmicutes	Clostridia	Clostridiales						
9949	23.813322	13.338711	1794	43.14	14.831	1	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
10046	-23.189204	-10.806454	1777	43.78	8.521	3	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10052	-5.274786	4.077604	1776	39.30	6.910	2	0	97.75	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
10066	-17.297461	-1.752023	1774	43.57	8.624	2	0	63.96	Blautia obeum									
10091	-16.565556	-2.988077	1770	41.07	89.882	1	0	99.36	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10098	-13.754263	2.120740	1770	39.04	8.059	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10105	-20.600182	-12.306145	1769	43.30	7.522	1	0	0										
10127	30.606006	6.425629	1766	43.60	17.683	1	0	99.53	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
10146	-6.973695	7.930762	1764	37.98	16.154	2	0	32.18	Dorea									
10147	-14.277193	2.811414	1763	40.78	178.566	3	0	96.23	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10238	7.457785	2.384927	1746	40.15	5.614	1	0	0										
10256	-1.496765	29.890517	1743	27.60	8.978	1	0	67.92	bacterium LF-3									
10269	13.912259	-16.853979	1742	49.20	8.043	2	0	0										
10288	-22.075374	-14.235530	1738	45.91	12.907	2	0	97.50	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10290	2.192485	-7.328685	1738	43.44	24.663	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10314	-4.300642	-32.207537	1732	46.88	29.933	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
10346	-12.787032	17.332424	1727	37.93	11.646	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10352	17.551471	9.355672	1726	39.22	10.192	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
10389	10.438369	21.057642	1721	30.56	11.436	1	0	24.46	Terrisporobacter									
10401	33.431192	4.241614	1717	44.44	6.954	1	0	84.88	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
10410	30.103579	-19.541165	1716	66.90	15.811	1	0	14.08	Collinsella stercoris									
10426	-20.484098	31.531886	1714	37.40	9.467	1	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
10429	-12.055063	16.151488	1713	37.83	34.501	1	0	100.00	[Eubacterium] hallii	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium			139274	
10434	-22.956611	-10.421305	1713	43.61	174.537	1	0	98.35	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10439	12.491553	-2.621864	1713	49.50	6.093	1	0	100.00	Actinomyces sp. oral taxon 172	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces				
10447	-20.709561	7.171877	1711	41.20	11.955	2	0	18.31	Dorea									
10458	-18.289783	-16.205359	1709	46.64	9.935	2	0	36.07	Clostridiales									
10515	-4.951556	18.160454	1701	33.63	56.795	2	0	79.46	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10534	-2.650614	6.478216	1698	38.34	7.739	3	0	0										
10537	-7.132207	-26.812271	1698	54.18	51.398	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				YP_001272532
10543	-27.267527	-8.248780	1697	42.19	13.738	2	0	98.82	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10548	-14.704169	-25.253595	1696	50.65	10.677	2	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
10611	-19.770901	4.241715	1687	38.35	9.066	2	0	100.00	Blautia obeum	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
10652	-16.968514	28.333353	1680	33.10	7.556	1	0	64.95	Firmicutes bacterium CAG:41									
10660	10.143294	2.091879	1679	41.27	8.088	1	0	0										
10685	18.451004	-6.729483	1675	42.27	8.067	3	0	11.11	Bacteria									
10706	4.491048	32.610097	1672	25.00	5.967	2	0	0										
10712	0.196098	-16.047089	1671	45.72	23.328	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10727	9.688426	27.595075	1669	28.82	15.569	2	0	63.54	Clostridiales									
10729	19.769495	-29.986657	1669	60.99	9.270	1	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
10730	-0.887160	-2.589971	1669	43.68	11.674	1	0	42.75	Lachnospiraceae									
10734	16.084406	-30.022658	1668	60.67	11.354	2	0	98.53	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
10757	30.047913	11.260205	1665	46.37	7.972	1	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	VFG001855			
10768	5.263246	28.643164	1664	26.74	11.023	1	0	0										
10776	-8.597344	13.425646	1663	35.96	9.381	2	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
10779	-4.435983	-26.616088	1663	48.65	17.016	3	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				YP_002274237
10803	-0.760480	29.414883	1659	26.52	12.729	1	0	86.67	bacterium LF-3									
10825	14.372394	-30.828736	1656	60.81	7.996	1	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
10861	20.582844	-19.749827	1650	57.33	9.342	2	0	100.00	Atopobium sp. ICM58	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium				
10886	-3.205322	-5.082762	1647	45.54	150.422	2	0	99.14	Clostridiales	Firmicutes	Clostridia	Clostridiales						
10887	-19.423532	-14.869271	1647	45.36	216.930	2	0	100.00	Blautia wexlerae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
10891	19.334345	-30.125167	1646	61.79	9.143	2	0	93.33	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia			151587	
10902	-18.597476	29.591056	1645	33.98	5.769	2	0	94.12	Firmicutes bacterium CAG:41	Firmicutes								
10923	11.543228	24.161073	1642	35.63	11.613	1	0	100.00	Clostridium sp. CAG:221	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
10934	-3.570033	-0.978330	1641	40.71	153.093	3	0	99.77	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
10941	7.678215	-10.165249	1640	44.63	8.015	3	0	100.00	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
10949	11.097987	3.055414	1639	41.43	7.625	0	0	0										
10969	-2.478709	-28.363300	2425	45.94	4.932	3	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
10983	17.363537	7.606642	1633	37.97	9.889	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
11001	-23.177261	-8.339438	1631	41.26	6.046	1	0	0										
11020	-3.283344	14.867137	1628	35.38	7.893	1	0	42.20	Clostridiales									
11090	-5.964459	8.554385	1618	39.74	7.510	2	0	11.24	Clostridium sp. JCC									
11098	0.371291	3.775664	1617	38.90	27.755	2	0	98.38	[Eubacterium] hallii	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
11168	-9.586379	-10.989643	1609	45.93	6.697	1	0	21.62	Blautia sp. CAG:237									
11169	23.682352	-6.627771	2770	47.44	9.660	5	0	0										
11196	2.005985	19.758107	1606	31.76	6.639	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
11223	-8.855067	-11.371564	1602	44.76	6.509	1	0	0										
11236	19.770291	8.059151	1601	41.16	11.561	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
11240	-13.024703	10.499421	1601	41.54	14.262	1	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
11249	0.353733	-1.786021	1599	40.65	153.390	1	0	100.00	Bacteria									
11250	9.889272	23.953661	1598	31.98	7.844	1	0	80.00	Firmicutes	Firmicutes								
11277	23.071276	-6.973327	1594	50.13	7.793	2	0	0										
11356	14.063584	-17.014836	1585	49.21	7.891	2	0	100.00	Atopobium	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium				
11373	-5.633235	8.258972	1582	37.23	9.595	3	0	100.00	Dorea formicigenerans	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
11391	-24.851839	-16.810245	1580	44.49	7.263	2	0	13.41	Blautia sp. CAG:237									
11429	33.509065	-1.645293	1575	45.71	19.498	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	VFG000959			
11459	-7.607252	-14.530792	1572	44.97	6.158	1	0	0										
11469	6.993197	30.584722	1571	26.10	9.288	2	0	77.48	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
11489	-7.494365	-38.031478	1569	53.98	20.489	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			139004	
11498	34.087799	0.492010	1568	47.90	7.156	2	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
11511	5.462943	-6.119596	1566	40.42	7.844	2	0	56.86	Prevotella sp. CAG:1092									
11531	28.938314	-18.173590	1564	67.14	486.020	1	0	99.79	Collinsella	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella				
11540	-21.974996	-5.135434	1563	42.48	5.810	2	0	0										
11572	28.087407	-18.165978	1559	66.97	8.361	2	0	100.00	Atopobium sp. ICM58	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium				
11578	-18.097683	3.829537	1558	36.91	188.515	1	0	99.90	Ruminococcus sp. CAG:9	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
11607	9.929302	25.295671	1554	31.92	9.019	2	0	100.00	Clostridium sp. CAG:221	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
11610	-14.974057	-19.367482	1554	45.43	8.840	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
11657	12.796500	11.254414	1547	37.30	11.778	3	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
11680	4.574285	34.108465	2015	22.68	11.363	1	0	1.10	Eggerthia catenaformis									
11705	2.825380	3.330400	1542	38.07	48.015	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
11711	-7.954960	0.760910	2074	39.59	10.059	2	0	0										
11724	0.959673	-20.297558	1540	56.62	8.388	2	0	30.68	Clostridium sp. ATCC BAA-442									
11727	-6.815905	8.067033	1539	37.56	7.843	1	0	0										
11744	-12.802621	2.540109	1538	40.38	264.402	2	0	100.00	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
11796	2.885434	22.774284	2467	30.12	12.358	3	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
11842	7.547860	8.569495	1525	39.02	7.115	1	0	67.47	Solobacterium moorei									
11844	-14.842598	-22.568988	1525	47.21	8.400	1	0	93.81	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
11870	-15.335351	-20.597425	1522	48.49	7.339	1	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia		RF0142		
11871	-5.363653	-38.245804	1522	55.72	17.552	2	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG002052,VFG002051			
11874	-26.967112	-12.162432	1522	43.56	10.533	1	0	4.46	Blautia sp. CAG:237									
11886	9.930434	-18.888983	1519	51.88	7.338	5	0	50.65	Flavonifractor plautii									
11910	15.362001	14.102787	1516	35.22	5.175	0	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
11917	-8.267093	-3.913246	1515	41.98	7.160	1	0	20.62	Coprococcus									
11920	10.440442	7.191804	1514	43.79	9.008	1	0	4.17	Bacteroidales									
11923	1.085587	29.447052	1514	23.18	11.659	2	0	0										
11938	6.559970	25.451105	1512	30.03	4.202	1	0	0										
11991	-26.396942	-13.793396	1508	42.71	7.452	3	0	0										
12005	11.896298	31.169428	2526	31.27	8.363	4	0	100.00	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
12006	-12.935367	-15.534304	1506	49.87	11.041	1	0	22.22	Blautia									
12013	-13.441701	-20.597080	1505	49.24	8.361	1	0	4.44	Blautia sp. CAG:237									
12029	25.659422	5.761674	1503	39.12	15.426	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
12035	-0.657405	16.601880	1503	32.40	56.824	2	0	76.73	Blautia	Firmicutes	Clostridia	Clostridiales						
12134	1.890380	21.099917	1494	29.65	4.677	2	0	100.00	Anaerostipes hadrus	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes				
12137	16.355308	-2.628017	1494	36.88	9.023	2	0	0										
12142	-9.801292	12.384525	1494	38.15	9.049	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
12200	-9.906941	-17.076900	1488	46.44	7.629	1	0	0										
12217	3.161459	30.373783	1485	22.15	7.096	1	0	0										
12247	-5.098648	-10.637827	1480	43.04	15.014	1	0	93.08	Blautia obeum	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
12262	-4.785687	-2.929620	1479	42.46	5.802	2	0	100.00	Blautia sp. KLE 1732	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
12294	32.007823	2.081617	1475	46.64	15.807	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
12299	26.312143	-19.478021	1474	62.08	9.804	1	0	100.00	Actinobacteria	Actinobacteria								
12321	9.501507	25.471146	1472	30.16	11.213	1	0	100.00	Clostridium	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
12327	29.085102	-22.391856	1471	64.79	9.453	1	0	100.00	Actinobacteria	Actinobacteria								
12354	-12.202588	11.286296	1467	39.74	7.294	1	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		VFG000232			
12395	-3.365774	-11.345357	1463	39.99	21.563	5	0	100.00	Blautia obeum	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
12405	9.014579	19.422200	1462	36.05	8.908	1	0	0										
12462	-15.052476	-7.857318	1456	41.69	7.226	2	0	0										
12565	-22.269744	-18.050426	1445	45.81	13.779	2	0	82.31	Blautia	Firmicutes	Clostridia	Clostridiales						
12588	18.627723	13.958365	1442	37.79	14.616	1	0	100.00	Streptococcus salivarius	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
12601	-14.253761	-10.613258	1442	44.87	160.275	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
12606	7.512429	-10.436245	1978	44.84	9.011	1	0	97.04	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
12628	16.664883	-29.618869	1439	61.50	7.765	2	0	94.94	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
12655	-9.002420	-15.121712	1437	47.88	19.325	0	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
12660	-2.150074	17.593172	1436	39.69	41.474	0	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
12662	-1.948455	-10.596888	1436	45.82	16.119	1	0	96.49	Firmicutes	Firmicutes								
12690	-0.359089	5.123559	1433	39.01	24.172	0	0	41.53	Eubacterium									
12716	21.664218	9.727737	2157	43.07	11.830	3	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
12720	-18.883938	-8.862746	1430	42.45	6.587	1	0	0										
12749	2.898219	27.179054	1427	23.20	10.282	2	0	42.86	Clostridium sp. JCC									
12789	-26.196146	-13.491387	1422	44.37	8.142	1	0	9.30	Blautia obeum									
12801	9.878842	27.566158	1421	30.54	15.519	1	0	19.74	Clostridium dakarense								12594	
12803	1.229159	21.238999	1421	28.71	5.425	1	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
12806	-14.671169	-4.090677	1420	42.04	15.963	1	0	100.00	Blautia wexlerae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
12827	32.885469	1.594128	1418	47.39	12.709	2	0	98.45	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
12858	-5.525757	10.098678	1415	35.41	8.060	2	0	100.00	Firmicutes	Firmicutes								
