ID	X	Y	Length	GC	Coverage	ORFs	SSUs	Reads	Classified	Organism	CONCOCT	MaxBin	MetaBAT	Phylum	Class	Order	Family	Genus	Virulence	Resistance	Plasmid	Virus
5275	18.424164	-28.563822	3343	57.43	14.532	2	0	345	97.101	Rothia mucilaginosa	C17	A29	B26	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
5276	25.617106	5.848209	3342	41.95	26.874	5	0	633	100.0	Streptococcus parasanguinis	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5277	9.563266	36.530187	3342	27.77	20.299	5	0	469	28.998	Peptostreptococcaceae	C18	A17	B29									
5278	29.348329	-15.290715	3342	64.09	31.654	4	0	741	65.722	Actinomyces	C10	A12	B15									
5279	-19.697206	-2.139666	3342	41.29	139.769	3	0	3246	100.0	Ruminococcus sp. 5_1_39BFAA	C26	A3	B1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
5280	-2.511741	18.318165	3340	37.63	61.522	3	0	1422	99.437	Firmicutes	C21	A6		Firmicutes								
5281	35.304263	-24.120223	3339	67.8	13.49	4	0	321	98.754	Adlercreutzia equolifaciens	C10	A23	B23	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
5282	7.841762	37.877714	3339	24.41	10.058	3	0	234	54.701	Terrisporobacter	C18	A27	B29									
5283	-2.886007	32.454371	3338	28.58	14.079	3	0	333	100.0	bacterium LF-3	C3	A19	B29									
5284	-8.300413	-3.604765	3338	41.67	13.228	5	0	322	93.478	Clostridiales	C26		B24	Firmicutes	Clostridia	Clostridiales						
5285	-14.013416	17.047739	3338	38.59	12.245	2	0	322	99.689	Clostridiales	C11	A30	B28	Firmicutes	Clostridia	Clostridiales						
5286	8.959627	36.539819	3337	27.36	11.816	3	0	270	0.0		C24	A27	B29									
5287	3.56174	-20.022956	3336	55.91	25.953	4	0	607	99.671	Clostridiales	C21	A13		Firmicutes	Clostridia	Clostridiales						
5288	-1.738608	31.823865	3336	27.37	13.716	6	0	322	12.112	bacterium LF-3	C3	A19	B29									
5289	-13.11176	21.487208	3334	38.66	35.08	3	0	808	99.876	[Eubacterium] hallii	C5		B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
5290	23.63427	-5.164795	6096	44.29	9.882	8	0	432	0.0		C23	A32	B30									
5291	-24.155615	32.202918	5487	38.22	11.388	9	0	440	98.864	Firmicutes bacterium CAG:41	C29	A24	B25	Firmicutes								
5292	-29.452928	-12.321626	3332	45.92	11.418	3	0	269	6.32	Clostridiales	C26		B24								114667	YP_009015381
5293	9.887771	35.995303	3864	27.41	12.46	3	0	342	0.0		C18		B29									
5294	-22.17887	-3.138989	3331	42.42	236.923	2	0	5496	99.454	Clostridiales	C26	A3	B1	Firmicutes	Clostridia	Clostridiales				RF0139		
5295	3.544637	-19.984222	3331	55.75	22.949	4	0	545	100.0	Clostridiales	C25	A13		Firmicutes	Clostridia	Clostridiales						
5296	6.754286	31.899845	3330	30.3	38.865	3	0	889	0.0		C24		B29									
5297	-24.485583	-1.319027	3329	42.02	367.154	3	0	8459	99.988	Clostridiales	C26	A2	B1	Firmicutes	Clostridia	Clostridiales						
5298	-22.307614	-3.602352	6080	45.72	459.916	5	0	19546	99.939	Clostridiales	C26	A2		Firmicutes	Clostridia	Clostridiales						
5299	20.255724	12.276762	3328	42.25	16.32	2	0	386	99.482	Streptococcus	C15	A28	B31	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	VFG000079			
5300	-30.248835	-8.777359	3328	42.82	8.238	4	0	196	10.204	Clostridiales	C9		B24									
5301	21.025437	15.764138	4949	38.09	11.651	6	0	412	100.0	Streptococcus salivarius	C15	A31	B32	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5302	6.899353	-9.778995	3327	46.05	7.416	1	0	170	100.0	Prevotella sp. CAG:891	C33			Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
5303	5.607175	-30.361702	3326	58.93	27.169	4	0	635	46.772	Ruminococcaceae	C28		B18									
5304	28.106137	7.026406	3325	42.14	21.983	3	0	514	100.0	Streptococcus parasanguinis	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5305	-22.048038	10.140395	3323	40.69	336.455	3	0	7734	99.806	Clostridiales	C30	A2		Firmicutes	Clostridia	Clostridiales						
5306	13.301841	-18.411144	3323	50.08	77.788	5	0	1955	0.051	Collinsella aerofaciens	C16	A8										
5307	-37.162714	0.664582	3323	40.23	13.531	7	0	316	100.0	Dorea	C1		B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
5308	17.954944	-32.343364	3323	61.93	8.489	6	0	204	97.059	Rothia mucilaginosa	C17	A29	B26	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
5309	-26.123645	-1.257691	3321	41.67	164.691	1	0	3766	93.388	Clostridiales	C26	A3	B1	Firmicutes	Clostridia	Clostridiales						
5310	7.830166	35.431258	3320	28.1	8.898	2	0	230	5.217	Peptoclostridium	C18		B29									
5311	-30.425967	12.380469	3319	39.05	142.031	2	0	3271	99.694	Clostridiales	C30	A3		Firmicutes	Clostridia	Clostridiales						
5312	-22.756649	8.014715	3319	39.05	47.648	5	0	1097	38.469	Clostridiales	C30	A6	B5									
5313	-23.973875	26.95078	3318	35.62	16.819	2	0	389	11.568	Firmicutes bacterium CAG:41	C32	A24										NP_519557
5314	-23.06333	3.114869	3317	42.15	12.758	2	0	296	35.135	Clostridiales	C26		B24									
5315	-33.403199	3.172567	3317	42.57	117.401	2	0	2703	99.815	Ruminococcus	C30	A3	B1	Firmicutes	Clostridia	Clostridiales						
5316	-9.356042	20.460455	3315	38.52	69.813	3	0	1601	99.563	Eubacterium	C8	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium		RF0142		
5317	-22.934385	28.327575	8399	37.28	10.86	9	0	632	74.209	Firmicutes bacterium CAG:41	C29	A24	B25									
5318	10.364159	35.488078	3314	28.79	12.104	3	0	277	9.025	Peptostreptococcaceae	C24		B29									
5319	3.250603	-32.991122	3313	62.72	15.128	4	0	354	1.13	Bacteria	C28		B18									
5320	-22.699864	-5.528087	3313	43.86	390.753	3	0	8917	100.0	Clostridiales	C26	A2	B1	Firmicutes	Clostridia	Clostridiales						
5321	-10.384976	20.282529	3312	40.28	14.805	1	0	344	18.605	Clostridiales	C8	A20	B24									
5322	29.510752	9.429885	3311	42.83	25.942	4	0	605	100.0	Streptococcus parasanguinis	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5323	29.383627	6.886872	3311	42.89	16.473	3	0	377	100.0	Streptococcus parasanguinis	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5324	-21.104281	28.981067	3310	39.46	14.267	2	0	336	100.0	Firmicutes bacterium CAG:41	C29		B25	Firmicutes								
5325	28.756617	9.426216	3307	43.03	19.842	2	0	458	100.0	Streptococcus	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			21690	
5326	-18.652565	-2.619225	3307	42.61	161.042	5	0	3719	99.839	Clostridiales	C26	A3		Firmicutes	Clostridia	Clostridiales						
5327	-28.919947	11.724694	6191	39.36	255.252	6	0	10918	99.963	Clostridiales	C26	A2	B1	Firmicutes	Clostridia	Clostridiales						
5328	-29.628607	-11.484289	3306	44.25	11.074	5	0	250	16.0	Clostridiales	C26		B24									
5329	4.299175	-30.569584	4562	58.46	18.808	6	0	628	6.688	Ruminococcaceae	C28		B18									
5330	-3.809746	23.809914	3754	33.8	27.165	1	0	710	0.0		C3	A10	B17									
5331	-32.133472	-10.092577	3305	42.54	9.798	2	0	229	2.183	Lachnospiraceae	C9		B24									
5332	21.53946	9.709325	3303	43.57	10.812	3	0	250	100.0	Streptococcus	C15			Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5333	0.048479	-1.647908	3303	42.29	15.965	3	0	382	100.0	Escherichia coli	C20	A16	B24	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG002121			YP_001449320,YP_002274284
5334	14.678953	11.143686	3302	38.82	13.451	5	0	338	100.0	Streptococcus	C15	A31	B32	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			124071	NP_807108,YP_009201939
5335	-15.739779	-6.063552	3301	43.29	126.421	2	0	2910	95.533	Clostridiales	C30	A3	B3	Firmicutes	Clostridia	Clostridiales						
5336	4.47019	21.592635	3301	34.44	9.68	2	0	235	17.872	Blautia sp. CAG:37	C8	A25	B29									
5337	-24.661546	-3.224231	3300	44.79	73.362	3	0	1687	94.843	Ruminococcus	C30	A7	B1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
5338	15.497931	12.696438	3299	38.22	29.081	4	0	669	100.0	Streptococcus parasanguinis	C15	A10	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				NP_795382
5339	35.066395	-24.150298	3299	67.72	11.741	7	0	270	87.037	Adlercreutzia equolifaciens	C10	A23	B23	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
5340	34.602964	3.500759	3297	45.5	17.524	4	0	408	100.0	Streptococcus parasanguinis	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5341	11.258192	1.016017	3297	44.46	7.88	1	0	183	3.279	Mogibacterium	C1	A34										
5342	-33.781853	-8.015169	3297	43.86	8.24	3	0	199	96.482	Clostridiales	C9	A33		Firmicutes	Clostridia	Clostridiales						
5343	3.539434	11.202385	3295	37.78	15.873	2	0	358	100.0	Escherichia coli	C33	A25	B27	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	VFG034746,VFG034942			
5344	-0.885742	-10.177337	3295	47.19	10.945	2	0	266	62.03	Lachnospiraceae	C5	A21										
5345	29.767872	-25.772945	3292	60.63	16.627	3	0	380	1.316	Adlercreutzia equolifaciens	C10	A23	B23									
5346	-16.623678	15.351963	3292	37.94	8.393	3	0	195	95.385	Clostridiales	C9	A30	B28	Firmicutes	Clostridia	Clostridiales						
5347	9.075343	36.351104	3291	27.35	11.395	5	0	268	1.493	Bacteria	C18		B29									
5348	29.049602	12.389776	3289	44.45	34.821	2	0	799	100.0	Streptococcus	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5349	7.620143	37.062771	3289	24.75	8.234	2	0	193	1.036	Terrisporobacter othiniensis	C18	A27	B29									
5350	-25.184114	-1.421355	3288	41.36	9.369	2	0	217	100.0	Clostridiales	C26		B24	Firmicutes	Clostridia	Clostridiales						
5351	-25.369643	15.669323	3286	39.41	205.923	4	0	4687	100.0	Clostridiales	C30	A3	B1	Firmicutes	Clostridia	Clostridiales						
5352	27.26019	12.998537	3286	41.75	20.79	1	0	479	100.0	Streptococcus	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5353	-13.543935	15.538916	3286	37.07	7.38	3	0	173	100.0	Anaerostipes hadrus	C11	A30	B28	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes				
5354	-19.712397	7.222869	3285	40.3	12.877	2	0	295	99.322	Dorea	C26	A20	B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
5355	-7.101396	19.235577	3285	37.9	15.094	6	0	344	88.953	Lachnospiraceae	C5	A25	B27	Firmicutes	Clostridia	Clostridiales						
5356	-5.904602	18.172079	3285	35.77	10.195	8	0	235	0.0		C26	A25	B27									
5357	7.672497	38.032095	3285	25.97	10.077	3	0	234	2.564	Clostridium dakarense	C18	A27	B29									
5358	-2.923975	24.014745	3285	33.73	12.471	2	0	299	35.452	Lachnospiraceae	C11	A25	B27									
5359	-21.060001	32.079995	3284	40.74	12.766	3	0	289	100.0	Firmicutes bacterium CAG:41	C29	A24	B25	Firmicutes								
5360	-30.94894	-4.790339	4240	44.86	10.552	5	0	315	65.397	Blautia sp. CAG:237	C9	A33	B24									
5361	-5.800348	-35.850422	3283	52.97	40.791	2	0	930	100.0	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
5362	-13.239056	21.161526	3282	38.12	75.184	3	0	1712	99.942	Eubacterium	C30	A6	B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
5363	-27.920115	-11.50442	3282	44.88	10.491	2	0	247	65.992	Blautia	C26	A33	B24									
5364	-22.832131	8.386231	3280	41.04	14.636	5	0	336	0.0		C26	A20	B24									
5365	-4.615942	33.034332	3279	31.47	20.804	3	0	473	100.0	bacterium LF-3	C3	A19	B20									
5366	15.444025	-27.3072	3279	57.06	10.117	4	0	230	0.0		C17	A29										
5367	-26.402956	13.162285	3279	36.02	178.079	2	0	4028	100.0	Clostridiales	C30	A3		Firmicutes	Clostridia	Clostridiales						
5368	-35.10274	-6.81862	3279	44.34	12.566	2	0	286	1.049	Dorea	C9	A22	B24									
5369	-3.837473	-33.153455	3279	48.98	34.722	1	0	802	100.0	Escherichia coli	C20	A9	B9	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			24444	YP_006489268
5370	26.825788	8.031001	3278	40.88	18.42	4	0	434	99.078	Streptococcus	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5371	11.269527	35.095778	3277	29.36	13.723	2	0	312	12.5	[Clostridium] sordellii	C18		B29							RF0142		
5372	-20.592451	-6.023963	3277	43.48	227.821	3	0	5150	98.738	Clostridiales	C26	A3	B1	Firmicutes	Clostridia	Clostridiales						
5373	19.811457	-30.955471	3275	60.79	7.979	1	0	185	100.0	Rothia mucilaginosa	C17	A29	B26	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
5374	-35.363439	-13.038031	5214	47.66	11.456	7	0	422	93.839	[Ruminococcus] torques	C9	A33	B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
5375	10.516257	38.066355	3274	27.18	13.814	1	0	311	15.434	Clostridiales	C18		B29									
5376	22.841979	14.088361	3274	42.52	19.986	3	0	457	100.0	Streptococcus	C15		B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5377	-2.880867	23.256938	3274	31.19	60.665	4	0	1415	97.739	bacterium LF-3	C8	A10	B20									
5378	-16.723403	17.698731	3273	32.97	10.808	2	0	246	100.0	Lachnospiraceae	C11	A25	B27	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
5379	-0.604972	10.050955	3273	39.9	25.987	4	0	600	4.0	Clostridiales	C5	A16	B27									
5380	-6.468553	18.939949	3270	36.33	214.72	6	0	4866	98.5	Clostridiales	C5	A3	B5	Firmicutes	Clostridia	Clostridiales						
5381	29.839333	6.174583	3268	42.78	19.728	4	0	452	100.0	Streptococcus parasanguinis	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5382	18.131709	12.539609	7045	40.2	11.323	9	0	565	100.0	Streptococcus	C15	A31	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				YP_009218270,YP_009218288
5383	35.277774	-24.188067	3266	67.21	9.088	2	0	206	91.262	Adlercreutzia equolifaciens	C10	A23	B23	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia		RF0007		
5384	24.758799	-7.227643	3265	49.16	8.67	4	0	207	18.841	Candidatus Saccharibacteria oral taxon TM7x	C23	A32	B30									
5385	-21.599036	18.932439	3264	34.99	61.586	3	0	1412	25.0	Ruminococcus sp. 5_1_39BFAA	C26	A6	B5									
5386	11.903773	-19.731766	3264	52.7	8.508	4	0	197	0.0		C17	A21										
5387	11.600076	36.932318	3264	29.44	6.809	2	0	158	97.468	Clostridium sp. 7_2_43FAA	C24	A26	B29	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
5388	-22.354191	32.033055	3263	38.49	12.189	3	0	278	100.0	Firmicutes bacterium CAG:41	C29	A24	B25	Firmicutes								
5389	-13.647305	17.105485	3263	38.09	10.601	2	0	239	100.0	Firmicutes	C11	A30	B28	Firmicutes								
5390	-30.197992	-5.521141	3263	44.68	15.145	2	0	348	100.0	Clostridiales	C26	A22	B24	Firmicutes	Clostridia	Clostridiales						
5391	-35.796302	-5.739236	5431	43.09	11.621	7	0	450	0.0		C26	A22	B24									
5392	25.928004	9.696267	3260	40.37	24.87	2	0	563	100.0	Streptococcus parasanguinis	C15		B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5393	10.717372	1.588764	3259	42.28	6.821	3	0	154	0.0		C1	A34										
5394	6.513002	14.468276	3259	36.12	52.95	2	0	1207	11.93	Turicibacter	C5	A10	B14									
5395	-24.416288	-2.151436	3258	44.57	11.892	4	0	262	29.008	Clostridiales	C9		B24									
5396	-22.615752	33.149785	3763	38.32	11.859	4	0	311	100.0	Firmicutes bacterium CAG:41	C29	A24	B25	Firmicutes								
5397	-24.434382	-11.014607	3258	44.01	11.59	2	0	278	63.309	Clostridiales	C9	A33	B24									
5398	10.879089	-18.565416	3257	53.12	11.346	3	0	258	0.0		C23	A21										
5399	18.895059	8.322844	3257	42.52	10.617	5	0	252	100.0	Streptococcus	C15		B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5400	-29.021258	10.086407	3255	39.26	238.32	4	0	5422	99.982	Clostridiales	C30	A3	B1	Firmicutes	Clostridia	Clostridiales						
5401	-22.675784	3.301814	3255	43.38	11.688	1	0	264	100.0	Dorea	C26		B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
5402	7.715773	-7.7373	3254	42.13	13.124	3	0	293	97.27	Prevotella sp. CAG:891	C5	A16	B22	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
5403	2.635306	-9.629002	3254	46.59	9.393	4	0	216	0.0		C4	A21										
5404	-20.934661	30.338898	4658	35.69	7.324	2	0	244	99.59	Firmicutes bacterium CAG:41	C29	A24	B25	Firmicutes								
5405	-16.842964	3.804157	3252	39.7	332.227	3	0	7557	99.696	Clostridiales	C30	A2	B1	Firmicutes	Clostridia	Clostridiales						
5406	-28.64955	-8.442686	3252	42.87	12.734	2	0	289	70.242	Blautia obeum	C9		B24									
5407	-25.737325	12.927179	3250	36.43	124.902	4	0	2796	99.607	Ruminococcus sp. 5_1_39BFAA	C30		B5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
5408	-9.124289	-0.613143	3249	40.54	16.432	4	0	372	100.0	Dorea	C26	A20	B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
5409	-5.585977	22.026462	3249	33.73	11.526	1	0	267	94.007	Lachnospiraceae	C8	A25	B20	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
5410	17.442261	-30.135925	3249	61.5	11.915	5	0	266	98.872	Rothia mucilaginosa	C17	A29	B26	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
5411	7.188481	-9.546636	3248	45.66	9.788	1	0	223	0.0		C33											
5412	-30.884949	2.600769	3247	41.02	192.186	2	0	4285	99.93	Clostridiales	C30	A3	B1	Firmicutes	Clostridia	Clostridiales						
5413	27.186975	6.552026	3247	42.72	16.773	4	0	387	97.158	Streptococcus parasanguinis	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5414	-25.258618	-1.555817	3247	41.58	12.543	3	0	283	100.0	Clostridiales	C9		B24	Firmicutes	Clostridia	Clostridiales						
5415	18.166207	-32.227785	3246	62.63	11.564	3	0	270	100.0	Rothia mucilaginosa	C17	A29	B26	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
5416	-1.074409	13.114224	3245	37.04	7.13	7	0	164	59.146	Bacteroides	C5	A25	B5									
5417	26.889392	9.449853	3244	39.83	8.777	2	0	205	100.0	Streptococcus	C15	A31	B32	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5418	-20.410616	0.365714	4391	39.58	8.158	3	0	245	0.0		C9	A20	B27									
5419	9.22058	5.158634	3243	35.21	8.462	2	0	214	13.551	Mogibacterium	C1	A26										
5420	-14.106963	17.235246	4799	38.88	10.408	5	0	364	100.0	Clostridiales	C11	A30	B28	Firmicutes	Clostridia	Clostridiales						
5421	19.307941	-6.767479	3242	45.9	12.158	2	0	285	2.807	Candidatus Saccharibacteria oral taxon TM7x	C23	A32										
5422	-27.762184	2.973765	3242	38.34	211.967	5	0	4767	100.0	Ruminococcus sp. 5_1_39BFAA	C30	A3	B1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
5423	-13.748246	17.22367	3242	38.03	9.835	1	0	230	100.0	Clostridiales	C11	A30	B28	Firmicutes	Clostridia	Clostridiales						
5424	8.005228	35.07541	3241	26.72	9.235	4	0	206	9.709	Clostridiales	C24	A27	B29									
5425	-11.297584	20.55085	3240	39.78	35.301	3	0	789	100.0	[Eubacterium] hallii	C5		B5	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
5426	3.442031	-20.600612	3240	54.01	219.803	5	0	4994	99.9	Clostridiales	C21	A4		Firmicutes	Clostridia	Clostridiales						
5427	-25.35018	-1.251174	3240	40.65	22.78	4	0	507	99.211	Clostridiales	C9		B24	Firmicutes	Clostridia	Clostridiales						
5428	-19.072055	-0.028344	5200	41.25	8.078	6	0	290	0.0		C26	A20	B24									
5429	7.663468	-9.806746	3239	44.12	9.099	2	0	209	97.608	Prevotella sp. CAG:891	C33	A16		Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
5430	-20.963636	31.076694	3239	37.82	10.674	4	0	248	100.0	Firmicutes bacterium CAG:41	C29	A24	B25	Firmicutes								
5431	25.072281	-7.01601	3239	49.86	10.056	5	0	230	0.0		C23	A32	B30									
5432	27.962705	7.330316	3238	41.75	12.848	5	0	294	100.0	Streptococcus	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	VFG001373		22031	
5433	-23.498649	2.945251	3237	43.87	11.154	2	0	248	100.0	Dorea	C9		B24	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
5434	19.91068	11.312442	3236	41.22	12.968	3	0	290	100.0	Streptococcus	C15	A31	B31	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		RF0165		YP_004306893
5435	-28.731474	-11.19077	3236	45.77	11.579	2	0	257	4.28	Clostridiales	C9	A33	B24									
5436	-4.695281	21.119565	3235	33.48	71.654	4	0	1614	22.305	Clostridiales	C5	A6	B5									
5437	-28.129488	-2.410392	3235	42.04	16.413	2	0	373	99.464	Clostridiales	C26		B24	Firmicutes	Clostridia	Clostridiales						
5438	-18.349551	-8.560471	3235	44.91	36.208	3	0	822	7.664	Lachnospiraceae	C30	A11										
5439	-15.02119	16.564696	5255	38.89	9.907	3	0	362	100.0	Clostridiales	C11	A30	B28	Firmicutes	Clostridia	Clostridiales						
5440	-29.382501	-8.519814	3234	43.97	8.733	2	0	195	30.769	Clostridiales	C9	A33	B24									
5441	-26.247142	0.965458	3234	41.34	7.8	3	0	172	0.0		C9		B24									
5442	16.528327	14.086255	3234	37.14	11.314	4	0	264	100.0	Streptococcus salivarius	C15	A31	B32	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5443	-26.276202	-3.38071	3233	43.09	13.643	4	0	310	100.0	Clostridiales	C26		B24	Firmicutes	Clostridia	Clostridiales						
5444	23.697593	-7.457621	5660	49.06	13.093	4	0	517	38.298	Candidatus Saccharibacteria oral taxon TM7x	C23	A32	B30									
5445	31.985398	5.118783	3232	43.07	16.537	1	0	367	100.0	Streptococcus parasanguinis	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5446	-5.705043	-31.65915	3231	49.37	8.244	6	0	189	100.0	Escherichia coli	C20			Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
5447	16.526023	-30.298241	3231	59.58	15.782	3	0	356	100.0	Rothia mucilaginosa	C17	A29	B26	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	VFG001386			
5448	-21.190964	32.844465	3230	40.62	12.968	2	0	286	100.0	Firmicutes bacterium CAG:41	C29	A24	B25	Firmicutes								
5449	7.852944	35.613832	3230	27.0	11.286	3	0	250	14.0	Terrisporobacter	C18	A27	B29									
5450	21.884524	-15.209209	3230	58.58	7.125	6	0	163	100.0	Eggerthella	C17	A29		Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
5451	-35.454107	-5.001217	3229	42.8	9.159	5	0	205	0.0		C9		B24									
5452	11.466057	33.701061	3229	27.53	7.894	5	0	184	22.283	Peptostreptococcaceae	C24	A27	B29									
5453	-18.260261	1.790263	3229	41.78	295.295	2	0	6779	100.0	Clostridiales	C30	A2	B1	Firmicutes	Clostridia	Clostridiales						
5454	34.435149	-23.25652	3228	67.81	14.977	3	0	339	81.416	Adlercreutzia equolifaciens	C10	A23	B23	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia				
5455	-1.755128	31.586869	3228	28.38	12.835	3	0	285	0.0		C24	A19	B29									
5456	-31.945925	4.541138	3228	41.08	239.833	2	0	5352	99.925	Ruminococcus sp. 5_1_39BFAA	C30	A3	B1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
5457	26.402527	11.961319	3228	39.41	9.129	2	0	219	100.0	Streptococcus	C15			Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5458	-12.603055	15.938268	3226	41.75	9.321	4	0	213	98.122	Clostridiales	C11		B28	Firmicutes	Clostridia	Clostridiales						
5459	-19.394344	-1.238962	3226	42.44	9.589	3	0	222	100.0	Clostridiales	C26		B24	Firmicutes	Clostridia	Clostridiales						
5460	10.037601	3.178306	3226	40.73	6.928	4	0	158	0.0		C1	A34										
5461	-20.175426	3.007056	3225	41.86	13.478	4	0	300	0.0		C9		B24									
5462	-6.502296	21.944543	5820	36.1	21.703	6	0	883	68.063	Clostridiales	C5	A25	B27									
5463	-6.341521	-27.605232	3224	50.59	26.368	5	0	593	100.0	Escherichia coli	C20	A9	B8	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				NP_543076,YP_007112198
5464	-10.207605	-8.066179	3224	46.09	6.104	3	0	142	15.493	Lachnospiraceae	C9											
5465	-15.777449	-6.67113	3223	44.59	297.793	4	0	6642	99.985	Clostridiales	C26	A2	B1	Firmicutes	Clostridia	Clostridiales						
5466	32.786994	4.480658	3843	44.44	9.659	4	0	259	100.0	Streptococcus	C15	A18	B21	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
5467	22.861623	13.183659	3222	41.68	10.052	3	0	236	100.0	Streptococcus	C15	A28		Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			126324	YP_007348470
5468	-2.197999	32.731414	3222	26.04	10.872	3	0	240	100.0	bacterium LF-3	C3	A19	B29									
5469	-27.46397	-6.703063	3222	44.48	14.004	3	0	315	99.365	Clostridiales	C9	A22	B24	Firmicutes	Clostridia	Clostridiales						
